,kreis_key,income_pp_2000,income_pp_2001,income_pp_2002,income_pp_2003,income_pp_2004,income_pp_2005,income_pp_2006,income_pp_2007,income_pp_2008,income_pp_2009,income_pp_2010,income_pp_2011,income_pp_2012,income_pp_2013,income_pp_2014,income_pp_2015,income_pp_2016,income_pp_2017,income_pp_2018
38,03256,14455,14990,14846,15283,15462,15660,15965,16138,16687,16865,17371,18106,18570,19053,19430,19810,20134,20749,21191
39,03257,15469,16296,16096,16440,16299,16622,16905,17016,17486,17745,18089,18769,19355,19645,20069,20369,20924,21395,22019
41,03351,14482,15173,14524,14237,13945,14464,15263,16321,16776,16934,17272,17938,18466,18811,19195,19430,20079,20623,21170
42,03352,14357,15029,14823,15190,15331,15787,16324,16707,17315,17466,17978,18720,19171,19463,19906,20195,20882,21574,22110
43,03353,18040,19025,19098,19894,20116,20634,20998,21000,21337,21570,21804,22345,22747,23168,23485,23795,24380,24897,25687
44,03354,13505,14089,14093,14554,14834,15190,15659,15978,16475,16306,16681,17475,17914,18287,18729,18900,19356,20386,20823
45,03355,14479,15159,15172,15586,15698,15971,16270,16398,16904,17157,17631,18142,18496,18720,19544,19496,20288,20779,21334
46,03356,15726,16423,16307,16725,16720,17079,17554,17740,18108,18290,18730,19350,19791,20236,20679,20995,21780,22497,23123
47,03357,14595,15305,15045,15401,15593,16097,16608,16934,17418,17499,17932,18879,19531,20057,20452,20765,21368,22050,22600
48,03358,14420,15034,14996,15392,15496,15746,16118,16297,16769,16952,17401,18115,18639,18991,19425,19586,20113,20793,21370
49,03359,15824,16573,16454,16852,16993,17440,17890,18160,18571,18674,19140,19770,20136,20529,20972,21274,21871,22505,23076
50,03360,14140,14748,14623,15012,15169,15369,15661,15882,16587,16759,17281,18152,18676,19282,19451,19492,19934,20707,21172
51,03361,16403,17285,17052,17569,17521,18136,18742,19040,19495,19770,19978,20665,21173,21470,21782,21845,22601,23096,23780
53,03401,14962,15328,15499,15792,15709,16029,16289,16385,16724,16874,17089,17391,17602,17757,18062,18422,18586,18973,19411
54,03402,13886,14447,14530,15031,15128,15267,15375,15435,15881,16191,16452,16769,17005,17204,17532,17732,17978,18451,19003
55,03403,14346,14774,14971,15451,15551,16026,16554,16716,17028,17251,17468,17725,17937,18009,18381,18819,19296,19545,20091
56,03404,15103,15687,15900,16525,16695,17140,17579,17678,18118,18417,18606,19088,19466,19685,19749,19903,20484,20768,21428
57,03405,13386,13871,14027,14278,14293,14656,15015,15222,15528,15544,15585,15907,16378,16573,16954,17445,17809,18149,18511
58,03451,14769,15702,15473,15957,16011,16647,17229,17570,18042,18170,18528,19288,19704,19942,20474,20673,21305,21945,22451
59,03452,13185,13756,13565,13859,13870,14281,14766,15052,15573,15879,16239,17344,18274,17874,18494,18990,19486,20072,20679
60,03453,13323,14159,13947,14377,14548,14845,15267,15525,16224,16326,16953,17832,18145,18656,19363,19246,19987,20632,20747
61,03454,13298,14034,13824,14198,14322,14865,15491,15933,16408,16553,16962,17912,18426,18874,19539,20045,20507,21126,21529
62,03455,13948,14505,14345,14649,14738,15014,15399,15573,16202,16396,16859,17623,18261,18688,19103,19409,19954,20557,21071
63,03456,13850,14343,14002,14289,14273,14578,14983,15226,15717,15790,16232,17040,17574,17996,18493,18701,19315,20001,20452
64,03457,12874,13417,13295,13659,13782,14259,14816,15208,15558,15496,15622,16249,16786,17061,17582,18076,18662,19200,19703
65,03458,14836,15717,15501,16041,16235,16663,17151,17430,18117,18377,18858,19781,20395,20759,21457,21380,22206,22802,23338
66,03459,15031,15880,15821,16384,16510,16948,17440,17696,18065,18229,18541,19361,19921,20307,20812,21134,21697,22434,23030
67,03460,15130,16257,15885,16559,16888,17452,18107,18478,18818,18768,19058,19945,20272,20543,20925,21169,21723,22355,22694
68,03461,14298,14831,14773,15110,15365,15728,16139,16481,16996,17151,17673,18497,19050,19344,19726,20019,20724,21377,21936
69,03462,13097,13706,13596,14038,14352,14839,15408,15780,16232,16178,16470,17359,18011,18590,19053,19273,20020,20729,21235
71,04011,16317,17132,16937,17129,16761,17862,18268,18796,19985,19244,18758,19129,19897,20009,20185,20365,20701,21239,22116
72,04012,14607,15486,14574,15076,14813,15611,15318,15735,15378,14947,16746,16959,16654,16911,17278,17062,17212,18071,18296
75,05111,19463,19912,19866,20348,20819,21137,21458,21514,22181,21363,22006,22588,22854,23416,23276,23998,24728,25360,26087
76,05112,13287,13695,13833,14084,14299,14228,14235,14297,14754,14666,15039,15422,15651,15723,15986,16192,16292,16590,17126
77,05113,16358,16679,16770,17031,17171,17272,17455,17546,18120,17695,18179,18696,18524,18756,18971,18988,19481,19981,20626
78,05114,15996,16421,16492,16949,17334,17449,17633,17718,18488,18098,18657,19232,19389,19370,19755,20088,20417,20931,21591
79,05116,16207,16690,16584,16976,17281,17315,17465,17468,18155,17751,18298,18886,18864,18838,19248,19231,19692,20155,20841
80,05117,18073,18567,18312,18752,19129,19739,20227,20509,20805,19949,20088,20892,21120,21266,21644,21659,21882,22410,23153
81,05119,14071,14640,14630,14801,15002,14947,14912,14981,15465,15459,16000,16454,16501,16692,17006,17292,17629,18103,18719
82,05120,17412,17809,17764,18258,18523,18819,19253,19566,19833,19028,19231,19923,20233,20474,20854,20913,21187,21610,22325
83,05122,17444,18444,18335,18926,19234,19247,19386,19310,20076,19760,20507,21172,21608,21433,21782,21475,21936,22464,23285
84,05124,16609,17173,17171,17674,17961,18049,18241,18225,18746,18210,18535,19110,19047,19239,19529,19827,20438,20838,21480
85,05154,15135,15831,15390,15657,15953,16080,16329,16535,17028,16587,17264,17936,18372,18534,18813,18902,19389,20159,20716
86,05158,19177,19908,19685,20122,20435,20574,20768,20823,21446,20935,21491,22277,22755,22942,23312,23592,24114,24844,25684
87,05162,18145,18794,18779,19313,19815,19963,20264,20393,20990,20406,20981,21710,22202,22441,22943,23260,23702,24503,25324
88,05166,15988,16678,16638,17156,17601,17761,18086,18313,18877,18450,19081,19823,20234,20407,20904,21165,21726,22418,23204
89,05170,15132,15819,15791,16131,16521,16666,16932,17188,17875,17624,18236,18884,19281,19474,19840,20161,20654,21382,22230
91,05314,17634,17843,17907,18525,19265,19543,19793,20110,20791,20301,20937,21368,21103,21414,21733,22032,22459,22908,23471
92,05315,16726,17190,17307,17964,18544,18612,18724,18754,19254,18655,19114,19517,19719,20104,20330,20872,21304,21716,22402
93,05316,16158,16770,16900,17032,17163,17066,17103,17066,17628,17552,18157,18638,19162,19408,19588,20172,20543,21128,21756
94,05334,15318,16000,15939,16276,16473,16441,16547,16546,17221,16954,17562,18043,18049,18128,18422,18895,19297,19835,20504
96,05354,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97,05358,14829,15529,15381,15672,16016,16096,16326,16482,17209,17023,17697,18347,18537,18650,19144,19491,19913,20510,21194
98,05362,16364,17139,16983,17259,17538,17576,17699,17833,18546,18448,19201,19866,20056,20254,20471,20868,21335,21960,22675
99,05366,14875,15551,15529,15895,16209,16129,16299,16399,17182,17022,17868,18580,18989,19092,19545,20062,20498,21138,21862
100,05370,13893,14559,14422,14866,15199,15290,15430,15579,16172,15991,16611,17139,17399,17641,18059,18542,19276,19888,20631
101,05374,16295,16773,16714,17285,17779,18120,18613,19116,19486,18790,19212,19936,20530,20626,21036,21212,21688,22302,23194
102,05378,18949,19901,19618,19946,20195,20421,20765,20861,21537,20886,21556,22403,22965,23211,23594,24310,24809,25551,26493
103,05382,17337,18261,17897,18069,18252,18292,18482,18630,19342,19123,19898,20619,20773,21194,21598,22160,22538,23210,24038
105,05512,14343,14963,15004,15233,15509,15612,15812,15944,16532,16426,16959,17488,17794,18179,18355,18786,19008,19548,20250
106,05513,13281,13663,13694,13881,14058,14036,14079,14111,14496,14290,14561,14930,15092,15191,15231,15336,15585,15888,16450
107,05515,16708,17100,17136,17915,18649,19043,19540,19646,20484,20005,20660,20742,20718,20366,20881,21852,21652,22143,22954
108,05554,14945,15676,15330,15666,15969,16240,16598,16888,17476,17125,17820,18549,19290,19359,20085,20418,20976,21693,22433
109,05558,15515,16328,16121,16471,16927,17013,17247,17441,18368,18212,19239,20035,20518,20545,21497,21578,22321,23093,23879
110,05562,14474,15071,15165,15464,15784,15803,15930,16086,16643,16471,17036,17582,17903,18022,18464,18863,19132,19685,20426
111,05566,14768,15388,15367,15790,16202,16393,16685,16900,17487,17241,17857,18517,19241,19658,19954,20345,21026,21651,22402
112,05570,15511,16061,15911,16359,16766,17123,17815,18405,19013,18553,19192,19947,20445,20985,21140,21261,22316,23066,23839
114,05711,16439,17081,17111,17584,17862,17741,17832,17660,18377,18058,18788,19339,19161,19800,20948,20687,21702,22175,23037
115,05754,17707,18407,18108,18700,19031,19409,20015,20414,20870,20059,20445,21143,22090,22400,22597,23103,23765,24337,25241
116,05758,17193,17550,17326,17769,18037,18111,18293,18322,18968,18625,19264,20023,20286,20281,20503,20871,21350,21913,22732
117,05762,14214,14730,14637,15076,15480,15588,15840,16038,16798,16575,17157,17939,18706,19017,19532,19742,20423,21222,22021
118,05766,16060,16653,16525,17010,17316,17616,18030,18270,19100,18838,19568,20275,20434,20220,20678,20698,21147,21764,22592
119,05770,16334,17136,16748,17005,17143,17312,17634,17838,18493,18182,18835,19571,20072,20194,20679,21267,21576,22219,23052
120,05774,14565,15143,15004,15309,15697,15885,16150,16390,17101,16932,17634,18193,19041,19097,19605,19915,20249,20843,21601
122,05911,15100,15784,15791,16092,16332,16412,16575,16692,17168,16880,17292,17784,17962,17997,18366,18784,18936,19415,20048
123,05913,14435,14887,14891,15185,15486,15557,15715,15836,16373,16145,16549,16933,17300,17285,17702,17994,18271,18707,19318
124,05914,15628,16081,16165,16562,16819,16878,17073,17158,17645,17313,17657,18213,18151,18144,18502,18616,18862,19441,20024
125,05915,13666,14015,14000,14159,14380,14503,14701,14895,15429,15363,15831,16159,16400,16507,16922,17068,17332,17822,18453
126,05916,13753,14390,14467,14692,14905,14887,14998,15166,15695,15559,15951,16332,16455,16371,16557,16829,16953,17327,17889
127,05954,17424,18169,18248,18891,19314,19575,20183,20611,21149,20518,20986,21755,21960,21878,22449,22527,22872,23520,24441
128,05958,15786,16452,16407,17005,17525,17748,18084,18281,19070,18738,19391,20201,20629,21003,21365,21776,22704,23394,24345
129,05962,17310,18030,17949,18703,19195,19692,20381,20823,21322,20656,21065,21870,21576,21639,22192,22720,23176,23767,24762
130,05966,17750,18886,18903,20217,21335,21406,21760,21713,22707,22237,23054,23928,24770,23616,24841,25002,26156,26839,28007
131,05970,16157,16811,16798,17393,17853,18357,19017,19523,20165,19729,20326,21094,21153,21136,21488,21465,21753,22450,23302
132,05974,15202,15816,15605,15963,16246,16549,17006,17375,18086,17807,18561,19242,19937,20252,20545,20748,21204,21944,22746
133,05978,14451,15122,15303,15740,16147,16194,16472,16661,17258,17089,17656,18265,18643,18914,19328,19715,20149,20777,21494
136,06411,17147,17555,18051,18327,18461,18943,20379,21517,21044,20794,20775,20103,20585,20917,21565,22016,21903,22479,23290
137,06412,16859,17847,17971,17965,18735,18877,19688,19922,20067,19706,19984,20519,20847,20785,21237,21696,22322,22702,23436
138,06413,15313,15638,15699,15896,15891,16347,16562,16942,17034,17122,17361,17200,17600,17426,17312,17561,18032,18273,18739
139,06414,18095,19034,18967,19177,19491,19756,20262,20410,20554,20357,20751,21353,21729,21608,22007,24018,23882,24472,25338
140,06431,16382,17312,17162,17770,18126,18290,18724,19043,19464,19740,20541,20916,21669,21833,22375,22862,23301,23881,24752
141,06432,16786,18004,17766,18081,18432,18665,19270,19607,20071,20340,21007,21842,22204,22164,22852,22969,23472,23929,24905
142,06433,16224,16927,16971,17355,17506,17459,17528,18161,18405,18520,18908,19494,19716,19825,20260,20579,20883,21271,22014
143,06434,26201,27423,26153,25557,25451,26199,27486,28451,27858,27191,27189,28425,29097,29563,31904,32557,32978,34220,35041
144,06435,16200,17150,17163,17589,17811,17960,18335,18586,18978,19322,19903,20664,21403,21731,21903,22543,23142,23586,24607
145,06436,20197,21043,21573,21473,22150,22470,23131,23312,23724,23427,23999,25018,25587,25410,25907,26372,26936,27476,28550
146,06437,14730,15410,15473,15896,15945,16429,16845,16788,17418,17712,18260,18963,19395,19713,20238,20616,21076,21804,22564
147,06438,18741,20062,19589,19662,19664,19916,20685,20612,20910,20964,21287,21969,22259,22374,22713,22978,23524,24096,24880
148,06439,17292,18119,18273,18890,19336,18873,19896,20319,20345,20846,21446,22232,22857,23081,23849,24064,24505,25056,26153
149,06440,16858,17623,17613,17773,18032,18232,18750,19094,19393,19682,20172,20983,21463,21668,22129,22767,23212,23736,24647
151,06531,14946,15762,15693,15974,16256,16556,17056,17053,17628,17661,18312,18618,18951,19061,19409,20053,20224,20680,21363
152,06532,15752,16732,16633,16991,17320,17660,18534,19095,18875,19079,19366,20065,20681,20762,21570,21881,22244,22737,23693
153,06533,14830,15588,15714,16103,16193,16568,17120,17046,17993,18211,18759,19337,19705,19834,20298,20692,21390,21948,22913
154,06534,14095,14826,14798,14999,15637,15646,16337,16493,17170,17211,17745,18308,18810,19051,19514,19781,20345,20850,21581
155,06535,14085,14919,15117,15518,15730,15991,16517,16703,17226,17289,17876,18995,19297,20359,20650,21270,20599,21318,22146
157,06611,14044,14786,14918,15344,15593,15689,16180,16415,16716,16952,17531,17744,17964,17852,18280,18589,18940,19329,19781
158,06631,14681,15603,15559,15795,15981,16606,17210,17847,18000,17898,18725,19240,19844,20038,20881,21220,21418,22016,22798
159,06632,14395,15292,15248,15628,16042,16021,16583,16862,17457,17612,18023,18710,19030,19282,19560,19981,20535,21177,21905
160,06633,14584,15618,15707,16411,16765,16831,17354,17633,18058,18601,19324,19835,20292,20509,20993,21216,21650,22248,23090
161,06634,14156,14895,14916,15361,15682,15838,16249,16529,17268,17339,18208,18785,19294,19302,19934,20382,20978,21556,22399
162,06635,14632,15337,15556,16342,16780,16568,16695,16638,17254,17683,18352,18991,19464,19496,19990,20364,21018,21663,22456
163,06636,14109,14854,14817,15259,15338,15450,15818,16044,16601,16840,17368,17940,18330,18423,18775,19238,19989,20476,21156
166,07111,16333,17033,16701,16794,17049,17333,17808,18102,18309,18642,18570,19131,19467,19416,19717,20268,20888,21174,21953
167,07131,15845,16474,16394,16843,17510,17733,18254,18626,18990,19705,19736,20429,20754,20943,21173,21958,22566,23119,23954
168,07132,14632,15254,15204,15562,16088,16459,17039,17560,17753,18117,17948,18589,19069,19134,19518,19972,20606,21121,22104
169,07133,15766,16476,16433,16973,17697,17822,18154,18359,18486,18884,18887,19350,19689,19727,20063,20702,21153,21697,22561
170,07134,15116,15687,15516,16004,16664,16940,17518,17839,17992,18495,18295,18860,19151,19349,19670,20023,20663,21096,22010
171,07135,14685,15563,15316,15696,16271,16629,17202,17635,18027,18678,18735,19139,19300,19393,19941,20664,21173,21810,22784
172,07137,15525,16136,16035,16474,17091,17395,17908,18210,18378,18888,18819,19526,19985,20257,20241,20687,21334,21826,22718
173,07138,16174,16920,16711,17091,17691,18225,19086,19700,19630,19988,19532,20148,20708,20496,20942,21463,22068,22484,23438
174,07140,14823,15520,15527,15978,16708,16989,17552,17968,18289,18845,18858,19702,20403,20651,21314,22146,22679,23158,24205
175,07141,15906,16754,16473,16695,17107,17380,17899,18278,18521,19028,19027,19602,19870,20065,20253,20834,21081,21659,22578
176,07143,15985,16859,16602,16995,17576,18040,18751,19258,19459,20067,19893,21072,21454,22556,22193,23152,24477,25205,26109
178,07211,14243,14902,14961,15494,16275,16704,17169,17417,17573,17981,17756,18235,18453,18498,18678,18688,19213,20197,21216
179,07231,15070,15970,15861,16442,17261,17697,18461,18984,19386,20267,20295,20645,20759,20446,20660,20284,21106,21662,22627
180,07232,13818,14708,14562,14944,15667,15920,16481,16964,17345,17711,18129,18618,19143,19299,19722,20406,20762,21543,22680
181,07233,14237,14912,14883,15407,16104,16408,16874,17147,17446,17949,17994,18490,19017,19171,19494,19913,20786,21353,22332
182,07235,14388,15308,15365,15908,16688,17068,17646,18093,18355,18734,18731,19475,19752,20120,20746,21069,21704,22554,23861
184,07311,15395,15931,15946,16307,16825,16870,17174,17372,17703,18140,18458,19137,19932,20048,19943,20949,20458,21097,21859
185,07312,14631,15195,15156,15431,15891,15986,16325,16501,16793,17204,17123,17436,17318,17484,17576,18103,18291,18613,19288
186,07313,16290,17169,17105,17460,18132,18468,18853,19071,19257,19632,19448,19812,19892,20036,20109,20479,20526,20881,21619
187,07314,14490,15045,15147,15483,15860,15993,16411,16773,17042,17410,17500,17791,17936,18131,18281,18888,19098,19394,19842
188,07315,17111,17861,17688,18045,18479,18465,18385,18611,18765,19379,19432,19828,21112,19968,20371,21081,21546,21868,22597
189,07316,18114,19249,18695,18845,19132,19601,20487,21072,21271,21760,21928,22719,23258,23206,23549,24875,24367,25042,25966
190,07317,15340,15855,15658,15930,16148,16360,16921,17283,17386,17636,17474,17789,18038,18009,18181,18674,18816,19115,19741
191,07318,15947,16613,16823,17456,18273,19064,20261,21233,20942,21214,20671,21193,22820,21496,21973,22572,23663,24178,25219
192,07319,15066,15765,15789,16138,16691,16851,17162,17412,17703,18014,18186,18542,18686,18858,19130,19561,20084,20524,21280
193,07320,14533,14914,14800,15030,15303,15690,16347,16886,17123,17522,17653,17986,17918,18259,18378,19104,19344,19840,20654
194,07331,15635,16415,16274,16534,17190,17419,17966,18404,18553,18837,19262,19726,20147,20633,20865,21417,21806,22430,23385
195,07332,17209,17893,17791,18117,18759,19225,19965,20629,20897,21420,21768,22466,22971,23340,23766,24470,25014,25781,26863
196,07333,14168,14851,14898,15279,15886,16188,16788,17343,17491,17763,17883,18417,19130,19069,19647,20147,20493,21106,22077
197,07334,15591,16320,16291,16631,17206,17458,17902,18194,18435,18872,19080,19614,20090,20272,20685,21334,21669,22181,23173
198,07335,14485,15248,15182,15448,15968,16097,16445,16706,17050,17639,17899,18494,18872,19000,19316,19882,20394,20827,21713
199,07336,13965,14497,14493,14728,15028,15275,15719,16074,16461,16797,17007,17565,18036,18376,18882,19267,19591,20157,21080
200,07337,16126,17060,16740,16974,17521,17777,18353,18807,19074,19474,19876,20599,21037,21640,21756,22318,22750,23503,24538
201,07338,17721,18517,18345,18644,19230,19618,20212,20725,21042,21582,22020,22682,23243,23464,23839,24600,25127,25796,26784
202,07339,18753,20080,19862,20386,21297,21780,22507,23030,22974,23459,23250,23281,23071,22702,23794,24747,24690,25267,26326
203,07340,15060,15765,15679,16013,16570,16959,17550,18066,18341,18787,18798,19394,19959,20029,20498,21189,21674,22350,23469
206,08111,19329,20198,20089,20731,21149,21787,22565,22972,23096,22137,22413,23121,23488,23556,24223,24347,24760,25144,25788
207,08115,18338,19132,19060,19452,19811,20081,20412,20620,21105,20799,21537,22364,23060,23262,23742,24266,24484,24908,25597
208,08116,18850,19793,19612,20005,20302,20616,21104,21420,21696,21127,21573,22526,23140,23463,23951,24232,24410,24864,25582
209,08117,16838,17733,17678,18117,18409,18730,19151,19490,19966,19555,20122,21106,21733,22045,22851,22850,23068,23526,24173
210,08118,18945,19958,19674,20043,20284,20652,21154,21496,21713,21066,21548,22476,23153,23507,24186,24522,24981,25470,26203
211,08119,18035,19064,18877,19310,19583,20001,20578,20943,21363,20856,21454,22271,22794,22992,23549,23827,24386,24875,25631
212,08121,17679,18519,19279,21137,22787,24921,27901,30331,33016,33755,37055,36576,34785,33310,30839,29573,35790,35587,36883
213,08125,16319,17245,17179,17626,18006,18491,19124,19694,20261,19937,20762,21773,22419,22767,23173,23301,23834,24306,24968
214,08126,16420,17427,17354,17906,18434,19084,19888,20639,20757,19894,20330,21187,21610,21839,22268,22740,23340,23874,24642
215,08127,14953,15798,15792,16128,16450,16832,17431,17986,18641,18354,19233,20157,20802,21245,22036,22165,22493,23010,23637
216,08128,15251,15843,15798,16194,16414,16785,17358,17849,18477,18211,19045,19779,20321,20576,21132,21517,22131,22853,23546
217,08135,15865,16648,16740,17203,17601,17897,18385,18786,19372,19130,19877,20464,20896,20920,21152,21343,21881,22384,23046
218,08136,15723,16584,16636,17105,17474,17979,18656,19214,19706,19324,19951,20878,21521,21921,22707,22727,23245,23868,24599
220,08211,25133,25229,23987,23945,23923,25003,26262,27180,27430,26185,26527,27512,28208,28201,28121,28976,30866,31944,32416
221,08212,17289,18091,18134,18729,19116,19388,19761,19879,20187,19634,20066,20617,20852,20862,21279,21630,21855,22286,22814
222,08215,16909,17790,17769,18150,18464,18856,19395,19734,20189,19814,20416,21221,21782,21992,22862,22742,23139,23611,24295
223,08216,15920,16759,17031,17544,17969,18116,18483,18791,19286,18985,19582,20401,20959,21253,21803,22093,22493,22977,23646
224,08221,18431,19424,18795,19182,19365,20191,21089,21510,21757,20867,21238,22369,23191,23673,22276,22232,22630,23019,23703
225,08222,15064,16004,16195,16722,17157,17458,17897,18157,18541,18152,18720,19217,19469,19523,19921,19931,21107,21661,22054
226,08225,14368,15288,15331,15632,15856,16156,16688,17115,17691,17510,18244,19078,19725,20115,20580,20985,21387,21935,22648
227,08226,17428,18333,18256,18623,18959,19438,20098,20568,21044,20563,21116,21932,22465,22632,22953,23764,23986,24593,25278
228,08231,18861,20199,19355,19333,19060,19392,19829,19989,20438,19821,20294,21070,21437,21529,22103,21699,21595,22046,22510
229,08235,16696,17590,17435,17762,17972,18318,18879,19252,19825,19563,20243,20995,21524,21683,22250,22529,23294,23836,24437
230,08236,17728,18749,18653,19009,19245,19814,20589,21205,21465,20809,21272,22198,22810,23050,23660,24076,24698,25280,26013
231,08237,16437,17409,17415,17910,18262,18789,19517,20054,20454,19874,20426,21074,21420,21509,22664,23028,23650,24096,24843
233,08311,15711,16652,16382,16918,17220,17581,18016,18078,18658,18395,18939,19499,19630,19753,20302,20703,21176,21581,22135
234,08315,16361,17275,17322,18001,18521,18823,19242,19423,20120,19917,20685,21621,22130,22358,23015,23356,23663,24124,24865
235,08316,15667,16698,16637,17049,17323,17516,17881,18143,18694,18556,19276,20099,20696,21003,21676,21932,22436,22933,23587
236,08317,16019,16584,16717,17350,17814,18145,18624,18883,19265,18824,19388,20238,20776,21097,21658,22035,22789,23289,23948
237,08325,16537,17630,17647,18179,18505,18922,19520,19911,20255,19768,20349,21406,22098,22528,23214,23626,24055,24527,25306
238,08326,16980,17692,17605,18120,18465,19085,19946,20517,20810,20144,20578,21437,21929,22114,22719,23126,23755,24276,24999
239,08327,17158,18279,18179,18780,19013,19658,20499,21069,21403,20797,21377,22379,22966,23253,24227,24036,24962,25289,26022
240,08335,15902,16780,16910,17532,18019,18282,18692,18895,19710,19568,20468,21371,21917,22134,22572,23374,24208,24764,25486
241,08336,16058,16924,17064,17518,17900,18201,18648,18966,19907,19963,21043,22189,22996,23527,24396,25460,25923,26597,27462
242,08337,15805,16810,16728,17028,17198,17397,17768,18011,18884,18878,19874,21009,21831,22344,22767,23976,24340,24858,25622
244,08415,17247,18304,18292,18736,19089,19443,19926,20238,20742,20283,20893,21666,22168,22337,22916,23245,23570,24043,24763
245,08416,15992,16879,16912,17516,17920,18344,18908,19238,19563,18988,19428,20306,20795,21052,21668,22173,22492,22928,23613
246,08417,17858,18747,18290,18553,18524,19083,19823,20323,20893,20541,21243,22144,22741,23063,23607,23584,24367,24975,25743
247,08421,18077,18947,19081,20002,20618,21190,21844,22060,22653,22189,22871,23779,24364,24660,28392,24703,24808,25102,25773
248,08425,16797,17763,17282,17367,17335,17823,18520,19142,19511,19005,19606,20479,21025,21347,21914,22418,22613,23149,23854
