,kreis_name,license_plate,einw,crimes,income,crime_rate,income_pp
160,Rhein-Lahn-Kreis,EMS,122574,7403,1787.452,0.060396168844942644,0.014582635795519442
161,Ennepe-Ruhr-Kreis,EN,323130,22863,5802.635,0.070754804567821,0.017957586729799153
162,Erlangen,ER,112385,5829,6477.339,0.05186635227121057,0.05763526271299551
163,Odenwaldkreis,ERB,96754,2749,1386.808,0.02841226202534262,0.014333340223660004
164,Erlangen-Höchstadt,ERH,138105,3660,2973.662,0.026501574888671664,0.021531892400709605
165,Heinsberg,ERK,256458,16008,3597.741,0.062419577474674214,0.014028577778817584
166,Erzgebirgskreis,ERZ,331917,11803,4579.686,0.035560094842987854,0.013797684360849247
167,Esslingen,ES,533617,24751,13481.501,0.04638345479997826,0.025264376884544533
168,Amberg-Sulzbach,ESB,472465,14487,7084.302,0.03066258876318881,0.014994342438064195
169,Nürnberger Land,ESB,472465,14487,7084.302,0.03066258876318881,0.014994342438064195
170,Neustadt an der Waldnaab,ESB,472465,14487,7084.302,0.03066258876318881,0.014994342438064195
171,Bayreuth,ESB,472465,14487,7084.302,0.03066258876318881,0.014994342438064195
172,Werra-Meißner-Kreis,ESW,100046,4597,1456.907,0.04594886352277952,0.014562371309197769
173,Euskirchen,EU,194359,10830,2959.954,0.05572162853276669,0.01522931276658143
174,Barnim,EW,187343,11162,2185.098,0.059580555451764945,0.011663622339772502
175,Frankfurt am Main,F,764104,109458,42012.164,0.14325013348968205,0.054982258959513364
176,Wetteraukreis,FB,310353,11789,4855.154,0.03798577748563732,0.015643973153151414
177,Fulda,FD,223023,8845,5212.264,0.03965958667940078,0.02337097070705712
178,Aichach-Friedberg,FDB,135024,3145,1848.362,0.023292155468657424,0.01368913674605996
179,Freudenstadt,FDS,118364,4084,2637.204,0.03450373424351999,0.02228045689567774
180,Ansbach,FEU,185316,5231,2918.167,0.0282274601221697,0.015746978134645685
181,Frankfurt,FF,57015,5872,1366.416,0.10299044111198807,0.023965903709550117
182,Fürstenfeldbruck,FFB,218740,7887,3039.226,0.036056505440248694,0.013894239736673678
183,Mittelsachsen,FG,301474,11826,4471.645,0.03922726337926322,0.01483260579685147
184,Elbe-Elster,FI,101085,5875,1362.979,0.05811940446159173,0.013483494089132908
185,Waldeck-Frankenberg,FKB,156528,5936,3386.15,0.03792292752734335,0.02163287079627926
186,Flensburg,FL,89934,8907,2205.647,0.09903929548335445,0.02452517401650099
187,Mittelsachsen,FLÖ,301474,11826,4471.645,0.03922726337926322,0.01483260579685147
188,Bodenseekreis,FN,217901,9285,6066.743,0.04261109402893975,0.027841740056264084
189,Forchheim,FO,116600,3251,1773.544,0.02788164665523156,0.015210497427101202
190,Spree-Neiße,FOR,113011,6961,1430.928,0.06159577386272133,0.01266184707683323
191,Breisgau-Hochschwarzwald,FR,495807,40133,11659.417,0.08094480311895556,0.023516039507308285
192,Freiburg im Breisgau,FR,495807,40133,11659.417,0.08094480311895556,0.023516039507308285
193,Freyung-Grafenau,FRG,78355,1839,1223.217,0.02347010401378342,0.015611218173696638
194,Friesland,FRI,98971,5463,1452.042,0.05519798728920593,0.01467138858857645
195,Märkisch-Oderland,FRW,197195,12743,2218.484,0.06462131392783793,0.011250204112680342
196,Freising,FS,180313,11486,5470.195,0.06370034329194234,0.03033721916888965
197,Frankenthal,FT,48750,4090,1078.193,0.0838974358974359,0.022116779487179487
198,Sächsische Schweiz-Osterzgebirge,FTL,244722,13006,3244.53,0.05314601874780363,0.013258023389805576
199,Oder-Spree,FW,179276,12295,2422.724,0.06858140520761284,0.01351393382270912
200,Schwalm-Eder-Kreis,FZ,179840,6363,3255.845,0.035381450177935946,0.018104120329181492
201,Fürth,FÜ,246918,11762,4004.872,0.04763524732907281,0.01621944127200123
202,Fürth,FÜ,246918,11762,4004.872,0.04763524732907281,0.01621944127200123
203,Ostallgäu,FÜS,141907,4811,2647.592,0.033902485430598914,0.01865723325840163
204,Gera,G,92126,10260,1659.705,0.11136921173175868,0.018015598202461847
205,Altmarkkreis Salzwedel,GA,82687,5134,1092.649,0.06208956667916359,0.013214277939700314
206,Northeim,GAN,131772,6671,2121.895,0.050625322526788696,0.016102776007042467
207,Garmisch-Partenkirchen,GAP,88279,4292,1577.2,0.04861858426126259,0.017866083666557165
208,Zwickau,GC,312033,15024,5491.437,0.048148753497226256,0.017598898193460305
209,Ostalbkreis,GD,314294,12448,7642.678,0.03960622856306516,0.02431697073440791
210,Nordwestmecklenburg,GDB,157975,9671,2082.073,0.0612185472384871,0.013179762620667826
211,Gelsenkirchen,GE,259105,23387,4618.462,0.09026070511954613,0.017824673394955713
212,Kleve,GEL,313586,20958,4936.128,0.0668333407741417,0.015740906800686256
213,Schweinfurt,GEO,199927,5265,2663.383,0.026334612133428702,0.0133217774487688
214,Haßberge,GEO,199927,5265,2663.383,0.026334612133428702,0.0133217774487688
215,Germersheim,GER,129006,6703,2786.966,0.051958823620606796,0.02160338278839744
216,Gifhorn,GF,177227,7091,1949.297,0.040010833563734645,0.010998871503777641
217,Groß-Gerau,GG,275807,11704,6059.762,0.04243547118093449,0.021971023215509394
218,Leipzig,GHA,258386,14493,3245.622,0.05609050025930198,0.01256113721331651
219,Wittenberg,GHC,124185,8619,1701.545,0.06940451745379876,0.013701695051737328
220,Gießen,GI,271667,18087,5679.578,0.06657783241983752,0.020906396433869406
221,Heinsberg,GK,256458,16008,3597.741,0.062419577474674214,0.014028577778817584
222,Rheinisch-Bergischer Kreis,GL,283275,13573,4135.888,0.04791457064689789,0.014600257700114729
223,Recklinghausen,GLA,613599,43944,9070.621,0.07161680511213349,0.014782652840047
224,Oberbergischer Kreis,GM,271699,12553,5795.841,0.0462018630911413,0.021331845166894247
225,Vorpommern-Rügen,GMN,225383,15738,3177.618,0.06982780422658319,0.01409874746542552
226,Main-Kinzig-Kreis,GN,421689,17635,7593.796,0.04181991941928767,0.018008048585568988
227,Jerichower Land,GNT,89403,6220,1256.599,0.06957260942026554,0.014055445566703578
228,Rhein-Hunsrück-Kreis,GOA,103401,4831,2046.994,0.04672101817197126,0.019796655738339088
229,Rhein-Lahn-Kreis,GOH,122574,7403,1787.452,0.060396168844942644,0.014582635795519442
230,Göppingen,GP,258781,9584,5065.28,0.03703517646195045,0.019573616301042193
231,Görlitz,GR,250558,20333,3569.648,0.08115087125535804,0.014246793157672076
232,Freyung-Grafenau,GRA,78355,1839,1223.217,0.02347010401378342,0.015611218173696638
233,Meißen,GRH,240371,12250,3863.996,0.050962886537893506,0.01607513385558158
234,Rottal-Inn,GRI,121800,3690,1922.317,0.030295566502463053,0.015782569786535305
235,Leipzig,GRM,258386,14493,3245.622,0.05609050025930198,0.01256113721331651
236,Greiz,GRZ,96668,4483,1174.567,0.04637522241072537,0.012150525509992965
237,Goslar,GS,134688,8561,2184.051,0.06356171299596104,0.016215631682109766
238,Gütersloh,GT,364818,17255,9293.868,0.04729755658986125,0.025475354834465405
239,Gotha,GTH,134563,8309,2184.944,0.061748028804351866,0.01623733121288913
240,Spree-Neiße,GUB,113011,6961,1430.928,0.06159577386272133,0.01266184707683323
241,Weißenburg-Gunzenhausen,GUN,95117,3382,1594.391,0.03555620972065982,0.01676241891565125
242,Rhein-Kreis Neuss,GV,452001,28251,8902.262,0.06250207411045551,0.01969522633799483
243,Nordwestmecklenburg,GVM,157975,9671,2082.073,0.0612185472384871,0.013179762620667826
244,Vorpommern-Greifswald,GW,235773,15107,3433.87,0.06407434269403198,0.014564305497236748
245,Günzburg,GZ,127342,4975,2700.444,0.03906802154827158,0.021206232036562956
246,Göttingen,GÖ,323900,22082,7072.762,0.06817536276628589,0.021836251929607902
247,Rostock,GÜ,217072,10585,2912.705,0.048762622539986734,0.013418151581042235
248,Hannover,H,1155330,114685,30861.598,0.09926601057706456,0.026712366163780046
249,Hagen,HA,188687,15713,3970.066,0.08327547737787977,0.021040485036065017
250,Bad Kissingen,HAB,103169,3632,1908.821,0.035204373406740395,0.018501885256230068
251,Halle,HAL,237865,30399,4610.456,0.12779938200239632,0.019382658230508904
252,Hamm,HAM,178967,14866,3073.566,0.08306559309816894,0.017173925919303556
253,Haßberge,HAS,84275,2743,1431.24,0.03254820528033225,0.016982972411747257
254,Bremerhaven,HB,680130,80990,18902.783,0.1190801758487348,0.027792896946172055
255,Bremen,HB,680130,80990,18902.783,0.1190801758487348,0.027792896946172055
256,Hildburghausen,HBN,62656,2682,776.133,0.04280515832482125,0.012387209525025537
257,Harz,HBS,210975,18881,2960.601,0.08949401587865861,0.01403294703163882
258,Mittelsachsen,HC,301474,11826,4471.645,0.03922726337926322,0.01483260579685147
259,Freudenstadt,HCH,308226,10578,6356.263000000001,0.03431897374004789,0.020622085742280017
260,Zollernalbkreis,HCH,308226,10578,6356.263000000001,0.03431897374004789,0.020622085742280017
261,Heidelberg,HD,706974,39947,15967.103,0.05650419958866946,0.022585134672562214
262,Rhein-Neckar-Kreis,HD,706974,39947,15967.103,0.05650419958866946,0.022585134672562214
263,Heidenheim,HDH,132812,5096,2949.262,0.03837002680480679,0.022206291600156615
264,Börde,HDL,170567,9189,2541.576,0.05387325801591163,0.014900748679404574
265,Helmstedt,HE,91518,5828,1027.936,0.06368146157040146,0.01123206363775432
266,Nürnberger Land,HEB,171143,5614,2930.562,0.0328029776268968,0.017123469846853215
267,Hersfeld-Rotenburg,HEF,120304,5506,2700.914,0.04576738928048943,0.022450741454980716
268,Dithmarschen,HEI,133251,7262,2029.417,0.054498652918176974,0.015230032044787655
269,Herne,HER,156940,13197,2418.124,0.0840894609404868,0.015407952083598827
270,Mansfeld-Südharz,HET,133690,10872,1588.709,0.08132246241304511,0.011883529059765129
271,Herford,HF,250547,12423,4764.72,0.049583511277325215,0.01901727021277445
272,Hochtaunuskreis,HG,237281,10590,6252.546,0.04463062782102233,0.0263508076921456
273,Ludwigslust-Parchim,HGN,211844,12661,2678.914,0.059765676629973,0.01264569211306433
274,Vorpommern-Greifswald,HGW,235773,15107,3433.87,0.06407434269403198,0.014564305497236748
275,Hamburg,HH,1841179,224292,62479.37,0.1218197687460046,0.03393443548943367
276,Burgenlandkreis,HHM,177590,13767,2414.552,0.07752125682752407,0.013596216003153331
277,Hildesheim,HI,275464,16017,4640.144,0.05814552899834461,0.016844829088374525
278,Eichsfeld,HIG,99463,4124,1425.454,0.04146265445442024,0.014331500155836844
279,Roth,HIP,127168,3578,2015.333,0.02813600905888274,0.01584779976094615
280,Heidekreis,HK,140885,12440,2505.506,0.08829896724278667,0.017784050821592078
281,Lübeck,HL,215846,23614,5065.762,0.10940207370069402,0.02346933461820001
282,Hameln-Pyrmont,HM,148580,9294,2698.323,0.0625521604522816,0.01816074168797954
283,Göttingen,HMÜ,323900,22082,7072.762,0.06817536276628589,0.021836251929607902
284,Heilbronn,HN,472821,19152,13165.025,0.040505815097045185,0.027843570822784942
285,Heilbronn,HN,472821,19152,13165.025,0.040505815097045185,0.027843570822784942
286,Hof,HO,139695,7922,3104.0649999999996,0.056709259458105156,0.02222030137084362
287,Hof,HO,139695,7922,3104.0649999999996,0.056709259458105156,0.02222030137084362
288,Kassel,HOG,237007,7138,4408.793,0.030117253920770273,0.018601952684941792
289,Haßberge,HOH,84275,2743,1431.24,0.03254820528033225,0.016982972411747257
290,Holzminden,HOL,70207,3513,1144.968,0.05003774552395061,0.01630845927044312
291,Saarpfalz-Kreis,HOM,141656,7438,3458.434,0.05250748291636076,0.024414313548314227
292,Freudenstadt,HOR,118364,4084,2637.204,0.03450373424351999,0.02228045689567774
293,Zwickau,HOT,312033,15024,5491.437,0.048148753497226256,0.017598898193460305
294,Bergstraße,HP,271015,9679,4224.631,0.03571389037507149,0.015588181465970519
295,Schwalm-Eder-Kreis,HR,179840,6363,3255.845,0.035381450177935946,0.018104120329181492
296,Rostock,HRO,209061,18832,4575.993,0.09007897216601853,0.02188831489373915
297,Heinsberg,HS,256458,16008,3597.741,0.062419577474674214,0.014028577778817584
298,Hochsauerlandkreis,HSK,259030,12260,5513.311,0.04733042504729182,0.021284449677643515
299,Vorpommern-Rügen,HST,225383,15738,3177.618,0.06982780422658319,0.01409874746542552
300,Main-Kinzig-Kreis,HU,421689,17635,7593.796,0.04181991941928767,0.018008048585568988
301,Stendal,HV,110485,7852,1478.961,0.07106847083314477,0.013386079558311084
302,Havelland,HVL,164693,10096,1806.637,0.061301937544400796,0.010969725489243623
303,Nordwestmecklenburg,HWI,157975,9671,2082.073,0.0612185472384871,0.013179762620667826
304,Höxter,HX,139729,6375,2141.52,0.04562402937113985,0.015326238647667986
305,Bautzen,HY,298010,15147,4670.436,0.050827153451226466,0.01567207811818395
306,Harz,HZ,210975,18881,2960.601,0.08949401587865861,0.01403294703163882
307,Erlangen-Höchstadt,HÖS,138105,3660,2973.662,0.026501574888671664,0.021531892400709605
308,Saarpfalz-Kreis,IGB,141656,7438,3458.434,0.05250748291636076,0.024414313548314227
309,Ilm-Kreis,IK,105606,6444,1672.464,0.06101926026930288,0.015836827452985626
310,Ilm-Kreis,IL,105606,6444,1672.464,0.06101926026930288,0.015836827452985626
311,Neu-Ulm,ILL,175823,7744,3702.966,0.044044294546219775,0.02106075996883229
312,Ingolstadt,IN,136952,9906,7859.793,0.07233191191074245,0.05739085957123664
313,Steinburg,IZ,130706,8390,1898.289,0.06418986121524643,0.014523350113996298
314,Jena,J,110731,7780,2973.536,0.07026036069393395,0.02685369047511537
315,Wittenberg,JE,124185,8619,1701.545,0.06940451745379876,0.013701695051737328
316,Jerichower Land,JL,89403,6220,1256.599,0.06957260942026554,0.014055445566703578
317,Düren,JÜL,265140,16868,4471.287,0.06361922003469865,0.01686387191672324
318,Köln,K,1083498,136858,37382.945,0.1263112622266031,0.034502089528545506
319,Karlsruhe,KA,755288,44701,20448.491,0.05918404635053119,0.02707376656321827
320,Karlsruhe,KA,755288,44701,20448.491,0.05918404635053119,0.02707376656321827
321,Waldeck-Frankenberg,KB,156528,5936,3386.15,0.03792292752734335,0.02163287079627926
322,Kronach,KC,66355,2545,1227.875,0.03835430638233743,0.018504634164720066
