,kreis_key,bl_key,ew_eli_2019,ew_eli_2014,ew_vot_2019,ew_vot_2014,ew_invalid_2019,ew_invalid_2014,ew_valid_2019,ew_valid_2014,ew_vot_abs_christlich_demokratische_union_deutschlands_2019,ew_vot_abs_christlich_demokratische_union_deutschlands_2014,ew_vot_abs_sozialdemokratische_partei_deutschlands_2019,ew_vot_abs_sozialdemokratische_partei_deutschlands_2014,ew_vot_abs_buendnis_90_die_gruenen_2019,ew_vot_abs_buendnis_90_die_gruenen_2014,ew_vot_abs_die_linke_2019,ew_vot_abs_die_linke_2014,ew_vot_abs_alternative_fuer_deutschland_2019,ew_vot_abs_alternative_fuer_deutschland_2014,ew_vot_abs_christlich_soziale_union_in_bayern_e_v__2019,ew_vot_abs_christlich_soziale_union_in_bayern_e_v__2014,ew_vot_abs_freie_demokratische_partei_2019,ew_vot_abs_freie_demokratische_partei_2014,ew_vot_abs_freie_waehler_2019,ew_vot_abs_freie_waehler_2014,ew_vot_abs_piratenpartei_deutschland_2019,ew_vot_abs_piratenpartei_deutschland_2014,ew_vot_abs_partei_mensch_umwelt_tierschutz_2019,ew_vot_abs_partei_mensch_umwelt_tierschutz_2014,ew_vot_abs_nationaldemokratische_partei_deutschlands_2019,ew_vot_abs_nationaldemokratische_partei_deutschlands_2014,ew_vot_abs_familien_partei_deutschlands_2019,ew_vot_abs_familien_partei_deutschlands_2014,ew_vot_abs_oekologisch_demokratische_partei_2019,ew_vot_abs_oekologisch_demokratische_partei_2014,"ew_vot_abs_partei_fuer_arbeit,_rechtsstaat,_tierschutz,_elitenfoerderung_und_basisdemokratische_initiative_2019","ew_vot_abs_partei_fuer_arbeit,_rechtsstaat,_tierschutz,_elitenfoerderung_und_basisdemokratische_initiative_2014",ew_vot_abs_ab_jetzt___demokratie_durch_volksabstimmung___politik_fuer_die_menschen_2019,ew_vot_abs_ab_jetzt___demokratie_durch_volksabstimmung___politik_fuer_die_menschen_2014,ew_vot_abs_bayernpartei_2019,ew_vot_abs_bayernpartei_2014,ew_vot_abs_deutsche_kommunistische_partei_2019,ew_vot_abs_deutsche_kommunistische_partei_2014,ew_vot_abs_marxistisch_leninistische_partei_deutschlands_2019,ew_vot_abs_marxistisch_leninistische_partei_deutschlands_2014,"ew_vot_abs_sozialistische_gleichheitspartei,_vierte_internationale_2019","ew_vot_abs_sozialistische_gleichheitspartei,_vierte_internationale_2014",ew_vot_abs_aktion_partei_fuer_tierschutz_–_das_original_2019,"ew_vot_abs_allianz_fuer_menschenrechte,_tier__und_naturschutz_2019",ew_vot_abs_buendnis_c___christen_fuer_deutschland_2019,ew_vot_abs_buendnis_fuer_innovation_&_gerechtigkeit_2019,ew_vot_abs_buendnis_grundeinkommen___die_grundeinkommenspartei_2019,ew_vot_abs_demokratie_direkt!_2019,ew_vot_abs_demokratie_in_europa___diem25_2019,ew_vot_abs_der_dritte_weg_2019,ew_vot_abs_die_grauen_–_fuer_alle_generationen_2019,"ew_vot_abs_die_rechte_–_partei_fuer_volksabstimmung,_souveraenitaet_und_heimatschutz_2019",ew_vot_abs_die_violetten_2019,ew_vot_abs_europaeische_partei_liebe_2019,ew_vot_abs_feministische_partei_die_frauen_2019,ew_vot_abs_graue_panther_2019,ew_vot_abs_lkr___bernd_lucke_und_die_liberal_konservativen_reformer_2019,ew_vot_abs_menschliche_welt___fuer_das_wohl_und_gluecklichsein_aller_2019,ew_vot_abs_neue_liberale_–_die_sozialliberalen_2019,ew_vot_abs_oekologische_linke_2019,ew_vot_abs_partei_der_humanisten_2019,ew_vot_abs_partei_fuer_die_tiere_deutschland_2019,ew_vot_abs_partei_fuer_gesundheitsforschung_2019,ew_vot_abs_volt_deutschland_2019,ew_vot_abs_volt_deutschland_2014
14,01062,1.0,188732.0,186619.0,123481.0,94016.0,617.0,759.0,122864.0,93257.0,32902.0,31816.0,19924.0,29581.0,36077.0,12132.0,4138.0,3803.0,9778.0,6934.0,0.0,0.0,8459.0,3905.0,938.0,370.0,834.0,1214.0,1607.0,1152.0,157.0,384.0,1078.0,669.0,674.0,205.0,2403.0,468.0,112.0,143.0,71.0,37.0,51.0,43.0,11.0,10.0,13.0,24.0,263.0,187.0,103.0,98.0,102.0,67.0,300.0,13.0,260.0,41.0,84.0,109.0,136.0,291.0,141.0,75.0,55.0,107.0,168.0,179.0,148.0,710.0,367.0
17,02000,2.0,1302548.0,1283323.0,805905.0,558277.0,9473.0,5406.0,796432.0,552871.0,140966.0,135780.0,157840.0,186638.0,247719.0,95169.0,55375.0,47630.0,51649.0,33239.0,0.0,0.0,44355.0,20513.0,3392.0,1641.0,6478.0,12284.0,10973.0,5443.0,877.0,2250.0,2551.0,1524.0,5504.0,1910.0,30138.0,5083.0,678.0,891.0,518.0,122.0,520.0,567.0,353.0,261.0,88.0,99.0,1403.0,1035.0,801.0,2640.0,1285.0,503.0,6375.0,144.0,1087.0,302.0,569.0,666.0,950.0,1530.0,990.0,763.0,723.0,1692.0,1601.0,1154.0,790.0,9455.0,1827.0
20,03101,3.0,190413.0,194345.0,122195.0,99682.0,573.0,1050.0,121622.0,98632.0,27475.0,30751.0,24209.0,33036.0,34110.0,14586.0,5764.0,5350.0,8329.0,5550.0,0.0,0.0,6281.0,2744.0,598.0,306.0,1159.0,2310.0,1782.0,1155.0,177.0,382.0,611.0,353.0,765.0,269.0,4831.0,1045.0,107.0,134.0,59.0,18.0,33.0,57.0,64.0,64.0,18.0,26.0,284.0,151.0,141.0,323.0,122.0,83.0,567.0,13.0,190.0,34.0,82.0,93.0,149.0,213.0,276.0,73.0,82.0,99.0,338.0,194.0,131.0,1612.0,496.0
21,03102,3.0,72737.0,75270.0,37215.0,34611.0,393.0,483.0,36822.0,34128.0,9268.0,12110.0,9457.0,13974.0,5440.0,1979.0,1759.0,1564.0,5519.0,1976.0,0.0,0.0,1538.0,585.0,263.0,193.0,204.0,294.0,637.0,366.0,149.0,338.0,287.0,154.0,102.0,37.0,796.0,126.0,43.0,66.0,35.0,19.0,10.0,18.0,9.0,11.0,10.0,8.0,138.0,74.0,48.0,175.0,19.0,14.0,50.0,12.0,72.0,39.0,20.0,47.0,50.0,65.0,69.0,18.0,12.0,19.0,56.0,77.0,78.0,144.0,310.0
22,03103,3.0,89191.0,92913.0,50390.0,38340.0,324.0,254.0,50066.0,38086.0,14495.0,14312.0,12056.0,13164.0,8970.0,3298.0,1811.0,1599.0,5105.0,2512.0,0.0,0.0,2482.0,871.0,276.0,116.0,359.0,427.0,820.0,340.0,124.0,333.0,337.0,162.0,267.0,54.0,1153.0,481.0,77.0,82.0,49.0,9.0,37.0,24.0,28.0,16.0,7.0,6.0,152.0,86.0,152.0,70.0,26.0,33.0,102.0,11.0,94.0,19.0,24.0,42.0,64.0,116.0,69.0,36.0,25.0,23.0,70.0,93.0,89.0,217.0,280.0
23,03151,3.0,136223.0,134817.0,82780.0,64411.0,507.0,597.0,82273.0,63814.0,26026.0,26674.0,17360.0,20893.0,15740.0,5667.0,2629.0,2237.0,8047.0,3108.0,0.0,0.0,3943.0,1371.0,519.0,219.0,529.0,764.0,1289.0,684.0,144.0,407.0,614.0,324.0,363.0,103.0,1855.0,451.0,89.0,101.0,98.0,20.0,21.0,20.0,19.0,13.0,10.0,14.0,272.0,159.0,584.0,74.0,46.0,60.0,181.0,14.0,159.0,52.0,59.0,54.0,91.0,166.0,90.0,61.0,32.0,35.0,128.0,154.0,151.0,356.0,744.0
24,03153,3.0,107632.0,112117.0,62885.0,43027.0,495.0,290.0,62390.0,42737.0,17949.0,15648.0,15236.0,15283.0,10754.0,3425.0,2449.0,1855.0,6409.0,2905.0,0.0,0.0,3052.0,1312.0,340.0,167.0,385.0,470.0,1142.0,537.0,212.0,262.0,415.0,173.0,244.0,68.0,1550.0,275.0,94.0,90.0,68.0,19.0,16.0,14.0,13.0,20.0,9.0,8.0,241.0,107.0,45.0,87.0,70.0,38.0,133.0,9.0,133.0,61.0,35.0,62.0,70.0,114.0,89.0,38.0,15.0,38.0,111.0,136.0,111.0,310.0,206.0
25,03154,3.0,73182.0,74543.0,42754.0,31577.0,326.0,284.0,42428.0,31293.0,13022.0,11999.0,10514.0,10950.0,6885.0,2673.0,1470.0,1229.0,3895.0,1688.0,0.0,0.0,2101.0,760.0,274.0,130.0,282.0,351.0,806.0,436.0,208.0,441.0,341.0,148.0,197.0,43.0,963.0,206.0,67.0,54.0,50.0,11.0,16.0,8.0,10.0,13.0,6.0,9.0,161.0,69.0,57.0,29.0,32.0,25.0,91.0,3.0,68.0,27.0,11.0,33.0,51.0,115.0,68.0,29.0,16.0,29.0,61.0,99.0,80.0,167.0,144.0
26,03155,3.0,107594.0,110332.0,60355.0,53172.0,361.0,561.0,59994.0,52611.0,16764.0,18578.0,16431.0,21108.0,11405.0,4211.0,1930.0,1812.0,4877.0,2894.0,0.0,0.0,2959.0,1342.0,352.0,195.0,335.0,505.0,852.0,550.0,163.0,359.0,399.0,277.0,199.0,61.0,1354.0,229.0,78.0,95.0,60.0,20.0,14.0,26.0,12.0,14.0,10.0,18.0,201.0,112.0,128.0,59.0,76.0,29.0,110.0,6.0,114.0,30.0,41.0,57.0,71.0,101.0,65.0,40.0,21.0,47.0,68.0,89.0,98.0,237.0,317.0
27,03157,3.0,103605.0,102763.0,64184.0,48159.0,418.0,400.0,63766.0,47759.0,16993.0,17054.0,16669.0,18813.0,12304.0,4086.0,2229.0,1757.0,5936.0,2520.0,0.0,0.0,2931.0,1006.0,388.0,166.0,412.0,499.0,1119.0,581.0,142.0,296.0,507.0,243.0,251.0,55.0,1513.0,229.0,88.0,93.0,50.0,23.0,13.0,16.0,15.0,17.0,7.0,4.0,211.0,120.0,100.0,191.0,53.0,28.0,128.0,16.0,137.0,37.0,43.0,50.0,70.0,159.0,69.0,45.0,23.0,37.0,101.0,154.0,105.0,322.0,301.0
28,03158,3.0,96324.0,97307.0,62070.0,51152.0,402.0,456.0,61668.0,50696.0,17032.0,18416.0,14374.0,17919.0,13082.0,5291.0,2185.0,1740.0,5512.0,3174.0,0.0,0.0,3050.0,1296.0,330.0,194.0,454.0,558.0,1031.0,650.0,141.0,387.0,357.0,198.0,256.0,69.0,1815.0,401.0,66.0,96.0,51.0,13.0,15.0,27.0,10.0,14.0,8.0,10.0,193.0,95.0,50.0,92.0,37.0,31.0,129.0,9.0,105.0,25.0,31.0,46.0,76.0,127.0,125.0,51.0,17.0,29.0,95.0,128.0,80.0,328.0,243.0
29,03159,3.0,253354.0,257883.0,152703.0,129655.0,745.0,1196.0,151958.0,128459.0,38912.0,42274.0,33889.0,45744.0,38410.0,16859.0,6652.0,6612.0,10309.0,6451.0,0.0,0.0,6862.0,3078.0,1352.0,796.0,1010.0,1800.0,2055.0,1324.0,276.0,714.0,834.0,536.0,666.0,277.0,4226.0,962.0,190.0,237.0,129.0,59.0,73.0,119.0,50.0,69.0,16.0,20.0,375.0,238.0,160.0,165.0,236.0,88.0,834.0,27.0,280.0,64.0,131.0,122.0,158.0,221.0,206.0,93.0,67.0,419.0,393.0,231.0,187.0,1352.0,528.0
30,03241,3.0,844533.0,850194.0,540175.0,413626.0,2752.0,3664.0,537423.0,409962.0,132337.0,138479.0,112047.0,140049.0,140558.0,55403.0,23979.0,19306.0,43422.0,23741.0,0.0,0.0,26322.0,10885.0,3071.0,1580.0,4331.0,5228.0,7842.0,4257.0,726.0,1983.0,2872.0,1592.0,2454.0,794.0,15886.0,2942.0,682.0,787.0,415.0,176.0,290.0,288.0,229.0,179.0,56.0,80.0,1320.0,779.0,859.0,1842.0,524.0,311.0,2130.0,101.0,1080.0,276.0,333.0,403.0,621.0,1048.0,558.0,406.0,260.0,650.0,1166.0,865.0,761.0,3611.0,2213.0
31,03251,3.0,169375.0,168403.0,105348.0,83526.0,681.0,707.0,104667.0,82819.0,33709.0,33554.0,21150.0,25742.0,22484.0,8689.0,3533.0,3130.0,7850.0,4320.0,0.0,0.0,6581.0,3023.0,710.0,366.0,601.0,845.0,1418.0,1015.0,155.0,424.0,665.0,484.0,524.0,150.0,2189.0,351.0,131.0,191.0,59.0,31.0,24.0,37.0,19.0,14.0,12.0,11.0,296.0,136.0,98.0,80.0,98.0,59.0,195.0,22.0,168.0,51.0,66.0,67.0,117.0,175.0,91.0,73.0,25.0,81.0,175.0,190.0,163.0,427.0,442.0
32,03252,3.0,116288.0,118875.0,67945.0,58476.0,413.0,633.0,67532.0,57843.0,19200.0,21213.0,15755.0,21083.0,13908.0,5457.0,2609.0,2193.0,6648.0,3518.0,0.0,0.0,3180.0,1337.0,424.0,216.0,434.0,659.0,971.0,689.0,119.0,364.0,441.0,305.0,225.0,66.0,1273.0,204.0,109.0,136.0,67.0,27.0,15.0,28.0,8.0,13.0,11.0,16.0,249.0,150.0,110.0,102.0,46.0,38.0,141.0,15.0,137.0,47.0,47.0,53.0,119.0,133.0,68.0,40.0,22.0,41.0,79.0,131.0,87.0,280.0,319.0
33,03254,3.0,217020.0,219042.0,135482.0,106129.0,663.0,841.0,134819.0,105288.0,37713.0,38598.0,31123.0,37408.0,30585.0,11780.0,5024.0,4195.0,11272.0,5842.0,0.0,0.0,6048.0,2145.0,747.0,321.0,773.0,1123.0,2050.0,1154.0,260.0,614.0,879.0,457.0,555.0,186.0,3216.0,529.0,209.0,225.0,132.0,51.0,54.0,40.0,25.0,23.0,20.0,17.0,410.0,215.0,224.0,165.0,133.0,73.0,307.0,35.0,253.0,104.0,84.0,99.0,143.0,232.0,131.0,91.0,46.0,113.0,238.0,236.0,175.0,627.0,580.0
34,03255,3.0,55950.0,58035.0,33503.0,27290.0,372.0,349.0,33131.0,26941.0,9913.0,9641.0,9336.0,10434.0,5508.0,2473.0,924.0,899.0,2759.0,1277.0,0.0,0.0,1902.0,912.0,167.0,88.0,188.0,266.0,435.0,272.0,72.0,169.0,234.0,125.0,98.0,26.0,558.0,107.0,56.0,43.0,46.0,17.0,11.0,9.0,2.0,5.0,3.0,3.0,116.0,69.0,88.0,32.0,31.0,23.0,43.0,8.0,40.0,15.0,26.0,33.0,34.0,54.0,27.0,17.0,14.0,23.0,41.0,52.0,33.0,100.0,175.0
35,03256,3.0,94437.0,95424.0,53561.0,41146.0,352.0,288.0,53209.0,40858.0,17389.0,17460.0,11554.0,13203.0,10762.0,3978.0,1657.0,1362.0,4601.0,1908.0,0.0,0.0,2554.0,857.0,323.0,146.0,324.0,438.0,693.0,430.0,114.0,271.0,351.0,210.0,159.0,51.0,1069.0,190.0,79.0,75.0,41.0,15.0,14.0,13.0,8.0,4.0,10.0,10.0,121.0,88.0,51.0,27.0,58.0,31.0,116.0,11.0,89.0,30.0,34.0,49.0,67.0,94.0,53.0,45.0,16.0,34.0,91.0,94.0,104.0,204.0,237.0
36,03257,3.0,124384.0,125366.0,72992.0,63465.0,399.0,594.0,72593.0,62871.0,20079.0,23220.0,17483.0,23669.0,15795.0,5747.0,2296.0,2113.0,6544.0,3665.0,0.0,0.0,3234.0,1222.0,496.0,199.0,451.0,616.0,1153.0,743.0,114.0,334.0,549.0,306.0,300.0,96.0,1549.0,246.0,91.0,145.0,69.0,27.0,20.0,22.0,15.0,18.0,9.0,14.0,205.0,115.0,158.0,138.0,62.0,41.0,148.0,16.0,144.0,56.0,64.0,64.0,73.0,164.0,83.0,50.0,24.0,65.0,102.0,164.0,105.0,305.0,469.0
