,kreis_key,kreis_name,income_pp_2000,income_pp_2001,income_pp_2002,income_pp_2003,income_pp_2004,income_pp_2005,income_pp_2006,income_pp_2007,income_pp_2008,income_pp_2009,income_pp_2010,income_pp_2011,income_pp_2012,income_pp_2013,income_pp_2014,income_pp_2015,income_pp_2016,income_pp_2017,income_pp_2018,income_2000,income_2001,income_2002,income_2003,income_2004,income_2005,income_2006,income_2007,income_2008,income_2009,income_2010,income_2011,income_2012,income_2013,income_2014,income_2015,income_2016,income_2017,income_2018,crimes_2013,crimes_2014,crimes_2015,crimes_2016,crimes_2017,crimes_2018,crimes_2019,crimes_2020,population_1995,population_1996,population_1997,population_1998,population_1999,population_2000,population_2001,population_2002,population_2003,population_2004,population_2005,population_2006,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,crimes_pp_2013,crimes_pp_2014,crimes_pp_2015,crimes_pp_2016,crimes_pp_2017,crimes_pp_2018,crimes_pp_2019
10,05314,Bonn,17634,17843,17907,18525,19265,19543,19793,20110,20791,20301,20937,21368,21103,21414,21733,22032,22459,22908,23471,5140541,5228015,5288479,5499416,5729587,5810740,5889770,6001050,6221733,6089888,6332379,6538674,6514363,6650581,6794135,6970614,7197431,7417691,7660295,34649.0,35781.0,36022.0,35067.0,30762.0,27996.0,26475.0,27687.0,292252,297152,303858,304741,302844,300971,304106,307518,309899,311291,312384,313291,315118,317087,318796,321126,306003,308700,310578,312623,316384,320467,323808,326374,328466,0.11156295680956153,0.11445415084622693,0.11385531506018004,0.1094246833527321,0.09500074117995849,0.08577889170093206,0.08060194966906772
11,05512,Bottrop,14343,14963,15004,15233,15509,15612,15812,15944,16532,16426,16959,17488,17794,18179,18355,18786,19008,19548,20250,1738357,1811702,1818296,1843129,1870430,1875775,1892971,1903187,1963860,1940710,1995963,2050896,2078081,2113848,2129894,2190113,2229232,2294674,2376802,8942.0,9171.0,8836.0,8290.0,8404.0,6901.0,6642.0,6571.0,120156,120847,121308,121435,121201,120898,120711,120733,120577,120100,119669,119195,118813,118203,117407,117106,117274,116786,116277,116036,116580,117276,117387,117374,117474,0.07690256886572581,0.07903581647075046,0.07579344656030194,0.07068794979364917,0.07159225467896786,0.05879496310937686,0.05654017059093927
12,12051,Brandenburg an der Havel,12644,13074,13369,13488,13655,13764,14089,14324,14704,15130,15101,15664,15838,16254,16531,16978,17325,17967,18473,999357,1016356,1024218,1021358,1025117,1023823,1038037,1046826,1067452,1093029,1085274,1120005,1128730,1155522,1174257,1210617,1240829,1289553,1330136,7969.0,7617.0,8763.0,8752.0,6696.0,6575.0,7688.0,7141.0,87713,85979,84380,82384,80586,79185,77808,76712,75788,75212,74583,73886,73289,72753,72319,72032,71502,71265,71091,71032,71303,71619,71775,72005,72154,0.11209576458342124,0.10723335961256898,0.12289805478030377,0.12220220891104316,0.09329153605015673,0.09131310325671828,0.10654987942456412
13,03101,Braunschweig,15979,16494,16727,17127,17238,17547,17872,18051,18351,18426,18617,19252,19739,19991,20329,20934,21303,21932,22612,3880361,3992655,4038973,4125549,4150576,4221275,4290817,4333794,4405990,4433517,4501096,4680227,4832483,4928002,5038776,5232114,5326045,5446725,5611318,23692.0,25074.0,25497.0,23902.0,22904.0,21355.0,19663.0,18952.0,253337,251933,250132,248093,246782,246069,245721,245561,245394,245702,245897,245190,245349,245712,246511,247909,243103,244814,246513,247865,249933,250016,248345,248158,248849,0.09610852166011528,0.1011599055937708,0.1020153401111498,0.0956018814795853,0.09222653969276612,0.08605404621249366,0.07901578869113399
14,04011,Bremen,16317,17132,16937,17129,16761,17862,18268,18796,19985,19244,18758,19129,19897,20009,20185,20365,20701,21239,22116,8764359,9202297,9123073,9254885,9075841,9685053,9918439,10208431,10842650,10434184,10164971,10365085,10848974,10954688,11105059,11294792,11625292,12039424,12576863,71212.0,70781.0,76978.0,78465.0,68343.0,62101.0,65869.0,66971.0,549157,549045,548100,545179,541978,539617,540232,541955,543890,545143,546223,547859,547632,547255,546835,546837,543500,545247,547499,550157,554616,561592,566863,568679,568456,0.1300678174754657,0.12865600183220427,0.13879513032440463,0.1397188706391829,0.12056352240312034,0.10920220370367113,0.1158735240722237
15,04012,Bremerhaven,14607,15486,14574,15076,14813,15611,15318,15735,15378,14947,16746,16959,16654,16911,17278,17062,17212,18071,18296,1754713,1826482,1703891,1756759,1709999,1786598,1741025,1775505,1720737,1660171,1847487,1864768,1802460,1836244,1891597,1912156,1954065,2042591,2073517,14154.0,12819.0,14091.0,13259.0,12647.0,12206.0,12020.0,13306.0,130720,129739,127969,125745,123775,121836,120096,118172,118812,117688,116944,116416,115708,114778,114110,113600,108325,108231,108584,109483,112073,113530,113030,113330,113639,0.13035069623517276,0.11708667099001671,0.12573055062325447,0.11678851404915,0.11189064850039812,0.10770316774022766,0.10577354605373156
16,14511,Chemnitz,13831,14337,14822,15207,15440,15513,15974,16303,16693,17080,17389,17691,18111,18340,18607,18626,19087,19765,20366,3594540,3670917,3743721,3794271,3817393,3807601,3897416,3962361,4039859,4115188,4182044,4255109,4362579,4431235,4517297,4583486,4723997,4874054,5031323,24675.0,25560.0,27791.0,27236.0,25452.0,23744.0,22026.0,21347.0,291333,284982,278411,271696,265744,261235,257522,254209,251271,249144,247476,246144,245326,244280,243262,242943,240527,240877,241616,242772,246083,247499,246604,247046,246785,0.10212485928084233,0.10528397014482725,0.11293344115603272,0.11004488907025888,0.10321000470389775,0.09611165531925228,0.08925177786332232
17,09463,Coburg,17458,17991,18139,18896,19463,19864,20376,20808,21285,20853,21515,22393,23301,22782,22628,23528,23398,23882,24754,751551,770275,775509,802825,821661,835597,852713,863904,880341,861428,886249,919626,955521,934232,928384,968426,963138,982845,1020939,3381.0,3746.0,3435.0,3571.0,2990.0,2840.0,3019.0,2762.0,44041,44014,43791,43542,43325,43041,42751,42746,42475,42204,42013,41768,41447,41317,41200,41162,41067,41007,41008,41028,41160,41164,41154,41243,41161,0.08244732735076082,0.0913035000487472,0.08345481049562682,0.08675055874064717,0.07265393400398504,0.06886017021070243,0.07334612861689463
18,12052,Cottbus,13034,13575,13952,14248,14428,14563,14874,15111,15558,16039,16167,16557,16762,17224,17801,17780,17921,18486,19172,1483569,1510879,1520244,1525586,1523767,1520375,1532378,1536543,1564685,1602404,1616268,1656650,1675267,1718190,1771925,1770649,1793062,1862060,1929195,10169.0,11717.0,10741.0,11282.0,9439.0,9026.0,9252.0,8724.0,127791,125658,123777,121452,117537,114864,112447,110094,108417,107013,105931,104621,103128,102095,101538,101834,100058,99944,99754,99543,99589,100052,100726,100628,99949,0.10194077430478979,0.1177079252182474,0.10785327696833988,0.11276136409067285,0.09370966781168714,0.08969670469451843,0.09256720927673114
19,06411,Darmstadt,17147,17555,18051,18327,18461,18943,20379,21517,21044,20794,20775,20103,20585,20917,21565,22016,21903,22479,23290,2339936,2398840,2470167,2516505,2542166,2613518,2820556,2992241,2934331,2908143,2923909,2885295,3023697,3113111,3252234,3381965,3425490,3548210,3696836,11218.0,11008.0,11827.0,11681.0,12121.0,11200.0,10445.0,9600.0,138973,138708,138219,137694,137644,138028,138243,138726,139237,139561,140265,140366,141635,142255,142785,143508,143523,146885,148834,150811,153616,156395,157846,158731,159543,0.07537256272088366,0.0729920231282864,0.07699067805436934,0.07468908852584802,0.07679003585773475,0.07055962603398203,0.06546824367098525
20,03401,Delmenhorst,14962,15328,15499,15792,15709,16029,16289,16385,16724,16874,17089,17391,17602,17757,18062,18422,18586,18973,19411,1140500,1162612,1170255,1189043,1181962,1204636,1217103,1217112,1236777,1241894,1253557,1274923,1293357,1310857,1344306,1392042,1425251,1466284,1505572,7855.0,6528.0,6609.0,6641.0,6141.0,6038.0,5352.0,5084.0,78063,78232,78099,77663,77136,76755,76685,76006,75961,75985,76003,75609,75253,74958,74579,74521,73311,73476,73820,74428,75564,76684,77283,77564,77583,0.10640747764833379,0.08770892674799806,0.08746228362712402,0.08660215951176256,0.07946120104033229,0.07784539219225414,0.06898418467963342
21,15001,Dessau-Roßlau,12721,13288,13696,13950,14026,14393,14854,14803,15297,15825,16084,16649,17139,17371,17745,18260,18788,19493,20043,1282184,1310239,1321843,1325031,1314354,1332114,1358492,1335797,1360513,1390009,1398073,1431604,1457592,1461052,1478839,1515358,1553996,1604438,1637007,9661.0,10334.0,10036.0,9401.0,8870.0,7985.0,8264.0,7539.0,.,.,.,.,.,.,.,.,.,.,.,.,90557,89318,88187,87316,85987,85047,84111,83339,82990,82712,82308,81674,80670,0.11486012531060147,0.12399956802937401,0.12093023255813953,0.11365944482058227,0.10776595227681392,0.09776673115067218,0.10244204784926243
22,05913,Dortmund,14435,14887,14891,15185,15486,15557,15715,15836,16373,16145,16549,16933,17300,17285,17702,17994,18271,18707,19318,8444492,8694985,8704260,8872466,9025243,9048182,9125130,9178283,9456332,9271806,9463390,9673823,9891020,9921915,10235549,10496934,10706580,10966332,11335983,80540.0,86549.0,83586.0,76259.0,67291.0,66327.0,61727.0,61769.0,599880,597932,595946,593300,590974,589249,589367,590908,590251,588716,588070,587870,587195,585867,582273,580625,571299,571745,574016,578228,583346,585997,586207,586805,587630,0.14030967777901662,0.1496797111174139,0.143287174335643,0.13013547850927565,0.11479050915461603,0.11303073423028093,0.1050439902659837
23,14612,Dresden,14121,14528,15071,15471,15816,15788,16072,16344,16646,16831,17080,17315,17663,17909,18016,18535,19052,19541,20112,6658414,6855359,7120678,7339271,7550684,7619847,7887717,8113178,8315594,8478837,8687161,8909607,9209982,9454650,9612182,10009991,10392889,10730491,11119077,59676.0,61295.0,56555.0,58660.0,78410.0,49152.0,46376.0,48929.0,496866,492509,486566,480925,477490,477238,478220,479430,481930,485527,491302,499989,506155,508970,513248,518982,514559,521435,527930,533531,540067,545499,549122,552861,555715,0.11303771333320706,0.1148855455446825,0.10471848863196603,0.10753456926593816,0.14279158365536257,0.08890480609050014,0.08345284903232772
24,05112,Duisburg,13287,13695,13833,14084,14299,14228,14235,14297,14754,14666,15039,15422,15651,15723,15986,16192,16292,16590,17126,6872142,7029545,7057135,7145790,7224098,7152770,7118629,7114209,7304209,7225927,7375739,7531482,7624331,7654288,7771966,7907385,8073073,8278171,8534844,52048.0,50482.0,55604.0,54023.0,49739.0,44070.0,42166.0,43091.0,535679,533976,530882,526187,521553,517270,513434,510369,507733,505513,502799,500217,497761,495136,492765,490558,488351,487143,486836,486160,488348,495538,498978,498350,498638,0.10691074612395139,0.10383824255389172,0.11386142668752611,0.10901888452550561,0.09968174949596977,0.08843182502257449,0.08456234783550391
25,05111,Düsseldorf,19463,19912,19866,20348,20819,21137,21458,21514,22181,21363,22006,22588,22854,23416,23276,23998,24728,25360,26087,11049864,11321182,11317168,11607188,11881095,12080939,12313471,12414098,12870489,12447506,12869011,13277250,13522140,13959967,14002783,14599306,15150994,15603062,16129059,87610.0,86071.0,84260.0,77929.0,69239.0,62734.0,64525.0,62180.0,571835,571253,571223,569705,568648,569086,570376,571473,572230,571988,573723,576090,579075,582664,584751,587159,587812,591666,596184,601607,608353,612704,615255,618287,620586,0.14695127678703218,0.14306848158349222,0.13850511134160595,0.12718865879772287,0.11253707812207946,0.1014642067518806,0.10397430815390615
26,03402,Emden,13886,14447,14530,15031,15128,15267,15375,15435,15881,16191,16452,16769,17005,17204,17532,17732,17978,18451,19003,697437,724282,729798,755478,761445,769066,773904,776054,795931,806915,819188,836498,846847,856262,874879,892872,909530,932663,957784,4629.0,4321.0,4598.0,4540.0,4235.0,4122.0,3558.0,3818.0,51682,51515,51509,51497,51311,50985,51021,51250,51319,51491,51714,51666,51692,51686,51363,51395,49884,49800,49771,49903,50355,50590,50547,50401,50054,0.09300596733037311,0.0865879806825241,0.09131168702214279,0.08974105554457402,0.08378340950006924,0.08178409158548441,0.0710832301114796
27,16051,Erfurt,13503,14005,14247,14461,14691,14693,15154,15406,15805,16000,16269,16637,16955,17300,17526,18056,18498,18991,19333,2685133,2773686,2814040,2864160,2924726,2930890,3021341,3068869,3150222,3192780,3256484,3348892,3437159,3532355,3602424,3758627,3895745,4026955,4124431,21569.0,21203.0,21005.0,23885.0,22659.0,24074.0,20695.0,23346.0,212532,209889,206844,204323,202165,200849,200356,199953,200552,202012,202636,202723,202592,202880,203248,204239,201295,202719,204183,205550,208169,210616,212051,213344,213840,0.10563563078219049,0.10315251763561177,0.10090359275396432,0.1134054392828655,0.10685636945829069,0.11284123293835308,0.09677796483352039
28,09562,Erlangen,18495,19500,19338,19431,19697,19916,20049,20296,21002,20798,21954,22785,23108,23168,23041,24083,23719,24028,24712,1844148,1953675,1949136,1961830,1990456,2018183,2041562,2079536,2162751,2149134,2273645,2368048,2423111,2444661,2442850,2586081,2592165,2657954,2754869,6969.0,6662.0,6420.0,6212.0,5829.0,5815.0,6149.0,5398.0,101429,101125,100586,100553,100763,100730,101325,102020,102378,102492,102994,103469,104171,104848,105265,105437,103932,104862,105518,106024,107380,109287,110618,111480,112245,0.06604560359369965,0.06283482984984531,0.059787669957161484,0.05684116134581423,0.05269485978773798,0.05216182274847506,0.05478195019822709
29,05113,Essen,16358,16679,16770,17031,17171,17272,17455,17546,18120,17695,18179,18696,18524,18756,18971,18988,19481,19981,20626,9711873,9833027,9798612,9924792,10022677,10040521,10098272,10116296,10409753,10107230,10330560,10593006,10491474,10660193,10848321,10978833,11354301,11653544,12029994,57317.0,62283.0,66407.0,61450.0,55779.0,50065.0,47666.0,43545.0,616409,613345,610280,605964,601355,596842,593892,588745,585882,588484,586685,584136,582759,580827,578025,575149,566582,566381,568373,571834,578204,582854,583239,583251,582935,0.10084398801491275,0.1089179726983705,0.11485046800091317,0.10542949006097582,0.09563660866300093,0.08583782968224658,0.08176897938878262
30,01001,Flensburg,14763,15144,15177,15499,15453,16215,16827,17521,17409,17344,17256,17551,17964,17987,18007,18255,18128,18498,18773,1192267,1218905,1220412,1248229,1248307,1311675,1363869,1430341,1434540,1430461,1418785,1448058,1493399,1505825,1518602,1557509,1571451,1627397,1671015,8876.0,9754.0,10828.0,9993.0,8907.0,8156.0,8617.0,8380.0,87608,86952,86089,85145,84604,84414,84419,84586,85035,85510,85956,86365,87036,88182,88451,88535,82504,83132,83717,84333,85318,86687,87976,89012,89834,0.10602386612038177,0.115660536207653,0.12691342975690945,0.11527680044297299,0.10124352096026189,0.0916280950883027,0.09592136607520538
31,07311,Frankenthal,15395,15931,15946,16307,16825,16870,17174,17372,17703,18140,18458,19137,19932,20048,19943,20949,20458,21097,21859,735845,758079,757984,772706,795415,794424,803456,811217,826460,844584,857642,890186,933330,945943,947870,1006469,990255,1021765,1059901,4268.0,3996.0,4238.0,4314.0,4090.0,3800.0,3463.0,3366.0,47991,48490,48696,48639,48354,47931,47842,47790,47636,47551,47397,47093,47023,47076,46892,46864,46516,46826,47184,47528,48044,48405,48431,48489,48662,0.09045439131909122,0.08407675475509173,0.08821080676046957,0.08912302448094205,0.08445004232826082,0.07836828971519313,0.07116435822613128
32,12053,Frankfurt,12239,12617,12962,13127,13363,13617,14030,14297,14629,14957,14983,15564,15567,15849,16185,16638,16979,17657,18263,887491,892099,891374,880466,874919,868713,875838,879218,889446,898674,892450,921837,915346,923635,936036,962874,987237,1027888,1060257,8195.0,6112.0,6080.0,6454.0,5872.0,5430.0,5611.0,5494.0,81633,80416,79019,76933,74939,73058,71290,69387,67703,66175,64469,63177,62244,61640,60907,60436,59230,58800,58278,57834,57871,58143,58215,58055,57812,0.14061910154775387,0.10568177888439326,0.10506125693352457,0.11100218426981752,0.1008674740187237,0.09353199552148825,0.09705597453815817
33,06412,Frankfurt am Main,16859,17847,17971,17965,18735,18877,19688,19922,20067,19706,19984,20519,20847,20785,21237,21696,22322,22702,23436,10757509,11349997,11390669,11395359,11898428,12054481,12614605,12820969,13022772,12901736,13217927,13762959,14220690,14436210,15067588,15732995,16396994,16836965,17576261,112049.0,118796.0,118766.0,114819.0,109458.0,117719.0,114421.0,102897.0,651097,648558,645535,643663,643839,645413,643550,642681,643442,645263,648947,648925,655338,663287,668283,676530,670732,682154,694563,709487,725156,734551,741646,749967,758218,0.16132301893420756,0.16743929064239374,0.1637799314906034,0.15631181497268398,0.1475879327873406,0.15696557315188536,0.15090778641498884
34,08311,Freiburg im Breisgau,15711,16652,16382,16918,17220,17581,18016,18078,18658,18395,18939,19499,19630,19753,20302,20703,21176,21581,22135,3081162,3302188,3278754,3409737,3491099,3582952,3691365,3723271,3849439,3805403,3947548,4128478,4242741,4329087,4491797,4643536,4806780,4933715,5089788,26462.0,27297.0,29545.0,28854.0,27850.0,25551.0,23147.0,21122.0,198885,199833,200457,200750,201718,203779,206156,209039,211224,212977,214698,216448,218061,219314,220213,222576,211729,216139,219165,221245,224298,226992,228613,229939,230718,0.12074008167362489,0.12337905941377206,0.1317220840132324,0.12711461196870374,0.12182159369764624,0.11112077551002657,0.10032593902513025
35,09563,Fürth,18320,19691,19692,20500,21122,21087,21100,21090,21464,21034,21515,22205,22523,22934,22262,23084,22737,22968,23795,2020654,2186865,2200153,2297265,2374927,2387503,2401123,2407738,2455578,2405872,2467142,2571500,2646482,2731067,2686181,2835752,2837267,2893136,3025274,6691.0,6309.0,6035.0,5985.0,5853.0,5426.0,5447.0,5361.0,108109,108340,108891,109322,109448,109985,110833,111457,111929,112018,113542,113596,113946,114287,114093,114352,115806,117499,119083,120664,122845,124787,125965,127137,128123,0.056187701015258266,0.05228568587151097,0.04912694859375636,0.04796172678243727,0.04646528797681896,0.04267837057662207,0.04251383436229249
36,05513,Gelsenkirchen,13281,13663,13694,13881,14058,14036,14079,14111,14496,14290,14561,14930,15092,15191,15231,15336,15585,15888,16450,3732282,3804874,3788733,3811572,3827140,3791737,3780695,3766633,3836319,3746765,3789088,3862241,3890829,3915248,3925824,3972051,4074729,4153511,4285018,25331.0,25950.0,26428.0,24434.0,23387.0,22234.0,21937.0,21494.0,292354,290094,287728,285259,283032,280472,277667,275864,273781,271307,269144,267418,265938,263587,260889,258767,258689,257801,257729,257751,259010,261448,261417,260480,260150,0.09828540831648748,0.10067856186784921,0.1020346704760434,0.09345644258131636,0.08946242975781989,0.08535780098280098,0.08432442821449164
37,16052,Gera,13035,13711,14032,14357,14710,14832,15349,15664,15928,16108,16332,16625,16931,17258,17474,17952,18321,19049,19558,1464594,1505505,1505220,1512385,1525848,1518452,1550573,1561902,1569166,1571243,1579405,1596092,1617967,1642613,1655445,1709987,1747501,1805900,1848356,9729.0,10128.0,9826.0,10332.0,10260.0,10917.0,9455.0,10115.0,124971,122440,120094,117665,115706,113920,111543,108961,107328,105830,104655,103446,102202,101159,100311,99623,96008,95565,95181,94735,95252,95381,94805,94506,93639,0.10221577835912629,0.10690874544782815,0.10315793894091463,0.10832346064729872,0.10822214018247983,0.11551647514443528,0.100972885229445
38,05914,Hagen,15628,16081,16165,16562,16819,16878,17073,17158,17645,17313,17657,18213,18151,18144,18502,18616,18862,19441,20024,3189258,3256098,3256509,3319532,3351296,3336730,3348602,3337792,3401417,3305915,3339113,3420852,3390307,3376930,3447958,3497558,3558335,3654856,3769975,16346.0,16148.0,17126.0,16427.0,15713.0,14134.0,13984.0,14014.0,212875,211477,209989,208114,206201,204246,202627,201623,200644,199397,197890,196295,194785,193043,191184,189399,187822,186788,186120,186356,187880,188655,187998,188272,188750,0.08782505910165485,0.08665135547017537,0.09115392803917394,0.08707428904614242,0.08358067639017436,0.07507223591399677,0.07408741721854305
39,15002,Halle,12625,13075,13455,13488,13269,13584,13995,14218,14657,15178,15360,15566,15803,16016,16324,16820,17099,17570,17828,3150088,3186153,3220132,3205978,3146009,3198889,3274131,3303554,3383329,3486348,3525484,3582362,3650058,3707779,3787446,3948193,4060930,4191924,4264843,26227.0,27621.0,32885.0,31462.0,30399.0,28925.0,27408.0,29089.0,287052,280025,273145,264889,258136,251178,245501,241118,238830,239718,237985,236576,234889,233462,232208,232231,230136,230967,231503,232018,234731,237498,238589,239215,239010,0.11329010855150905,0.11904679809325139,0.14009653603486544,0.1324726945069011,0.12741157387809163,0.12091633049766946,0.114673026233212
