,kreis_key,kreis_name,income_pp_2000,income_pp_2001,income_pp_2002,income_pp_2003,income_pp_2004,income_pp_2005,income_pp_2006,income_pp_2007,income_pp_2008,income_pp_2009,income_pp_2010,income_pp_2011,income_pp_2012,income_pp_2013,income_pp_2014,income_pp_2015,income_pp_2016,income_pp_2017,income_pp_2018,income_2000,income_2001,income_2002,income_2003,income_2004,income_2005,income_2006,income_2007,income_2008,income_2009,income_2010,income_2011,income_2012,income_2013,income_2014,income_2015,income_2016,income_2017,income_2018,crimes_2013,crimes_2014,crimes_2015,crimes_2016,crimes_2017,crimes_2018,crimes_2019,crimes_2020,population_1995,population_1996,population_1997,population_1998,population_1999,population_2000,population_2001,population_2002,population_2003,population_2004,population_2005,population_2006,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,crimes_pp_2013,crimes_pp_2014,crimes_pp_2015,crimes_pp_2016,crimes_pp_2017,crimes_pp_2018,crimes_pp_2019
102,07319,Worms,15066,15765,15789,16138,16691,16851,17162,17412,17703,18014,18186,18542,18686,18858,19130,19561,20084,20524,21280,1191685,1247080,1252884,1282459,1325645,1340136,1371079,1395490,1415253,1433343,1442157,1471734,1487923,1508906,1542918,1595294,1653881,1700190,1770594,7883.0,7374.0,8019.0,7054.0,6544.0,6556.0,6477.0,6468.0,79768,80275,80579,80557,80427,80303,80579,80794,81104,81023,81396,81984,82250,82144,81875,81708,79372,79627,80012,80653,81556,82349,82838,83206,83436,0.09852272159176123,0.09142871312908385,0.09832507724753543,0.08565981371965659,0.07899756150558922,0.07879239477922265,0.0776283618581907
103,05124,Wuppertal,16609,17173,17171,17674,17961,18049,18241,18225,18746,18210,18535,19110,19047,19239,19529,19827,20438,20838,21480,6050071,6213357,6182056,6333782,6408629,6407896,6445271,6407952,6537772,6295815,6368678,6548291,6527870,6602482,6726965,6894378,7178136,7355641,7603541,34190.0,33637.0,37068.0,37021.0,34691.0,31829.0,30040.0,28619.0,382831,380853,378257,374456,370606,367695,365479,364074,362957,361269,360244,358813,357417,355070,352047,350133,342671,342728,343187,344457,347736,351218,352990,353986,354741,0.09962498579491648,0.09765224686971088,0.10659810891020774,0.10540746772659716,0.09827757160259497,0.0899159853779528,0.08468150002396115
104,09663,Würzburg,17446,17996,17953,18614,19260,19316,19534,19650,20528,20589,21534,22254,21427,22193,22205,22896,23233,23528,24272,2145247,2227573,2246387,2346597,2438682,2449306,2482342,2501575,2589953,2568018,2680048,2770505,2667961,2766120,2763585,2851562,2914364,2972154,3088830,10852.0,11426.0,12126.0,11029.0,10042.0,11084.0,9954.0,9138.0,127621,127133,126681,125991,126469,127409,128524,130515,131812,132786,133362,134080,134550,134306,132859,133127,124496,124513,124638,124459,124546,125442,126323,127258,127907,0.08706814936054814,0.09180533348331579,0.09736161739437638,0.08792111095167487,0.07949462884826991,0.08709864998664131,0.07782216766869679
105,07320,Zweibrücken,14533,14914,14800,15030,15303,15690,16347,16886,17123,17522,17653,17986,17918,18259,18378,19104,19344,19840,20654,521203,536284,533403,539857,547259,559009,577297,592396,598298,607214,606900,615721,611235,622143,625740,652130,664363,681487,707202,2328.0,2442.0,2533.0,2776.0,2574.0,2383.0,2515.0,2693.0,36008,36007,35884,35819,35699,35650,35761,35824,35677,35485,35369,35058,34786,34621,34321,34023,34234,34113,34074,34048,34136,34345,34349,34240,34201,0.06832188765627752,0.07172227443609022,0.07420318725099602,0.0808269034794002,0.07493667937931235,0.06959696261682242,0.07353586152451683
106,05334,Aachen,15318,16000,15939,16276,16473,16441,16547,16546,17221,16954,17562,18043,18049,18128,18422,18895,19297,19835,20504,8234900,8616363,8611112,8875283,9053897,9035048,9080801,9064764,9410750,9221576,9506189,9760232,9785697,9860991,10064994,10407266,10675057,10974150,11374961,51953.0,53428.0,56158.0,53606.0,49142.0,44993.0,44473.0,45556.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,566687,565501,540932,542177,543950,546364,550792,553197,553270,554767,556246,0.09551061678463094,0.09778828766170539,0.10195863411233279,0.09690218855127558,0.08882100963363276,0.08110251691250561,0.07995203561014372
107,07131,Ahrweiler,15845,16474,16394,16843,17510,17733,18254,18626,18990,19705,19736,20429,20754,20943,21173,21958,22566,23119,23954,2037637,2127405,2126804,2190532,2278073,2302270,2355649,2389814,2425805,2505906,2498121,2575974,2612832,2638163,2675689,2793178,2890949,2975072,3097777,9844.0,10197.0,8958.0,8292.0,8106.0,7700.0,7537.0,6565.0,124611,125850,126945,128035,128726,129163,129774,130370,130760,130879,130732,129950,129314,128836,128295,127795,126096,125894,125970,126373,127207,128113,128685,129321,129907,0.07814559021989363,0.08068970428809952,0.07042065295148851,0.06472411074598207,0.06299102459494113,0.0595417604256076,0.058018428568129506
108,09771,Aichach-Friedberg,18063,19200,18608,18849,19056,19445,20044,20632,21048,20554,21266,22204,22824,23156,23659,23608,24331,24885,25751,2197141,2359421,2306078,2355124,2395681,2450137,2526873,2602815,2655539,2592297,2682777,2807502,2898313,2960392,3048826,3071455,3191206,3284769,3427355,3771.0,3637.0,3813.0,3431.0,3145.0,3310.0,3176.0,3288.0,117293,118517,119473,120207,121207,122564,123836,124935,126151,126981,127321,127502,127721,127786,127815,127960,126442,126985,127843,128865,130105,131158,131998,133096,134126,0.029497117558255046,0.02822333449734218,0.029307098113062525,0.02615928879671846,0.023826118577554206,0.0248692672957865,0.023679226995511685
109,08425,Alb-Donau-Kreis,16797,17763,17282,17367,17335,17823,18520,19142,19511,19005,19606,20479,21025,21347,21914,22418,22613,23149,23854,3085131,3279151,3206865,3238195,3243203,3341904,3474290,3587911,3656130,3555133,3657372,3817374,3927202,4002817,4131094,4273271,4357769,4490270,4659687,5828.0,5467.0,7616.0,5581.0,5331.0,5506.0,6114.0,5658.0,179664,180979,182006,182833,184054,185367,186391,187574,188540,189396,190012,190182,190197,190389,190211,189819,186404,186784,187508,188511,190617,192711,193974,195338,196562,0.031081340529470744,0.02900096015617126,0.03995446366273732,0.02896046411465874,0.027483064740635343,0.028187039900070647,0.031104689614472786
110,16077,Altenburger Land,12694,13253,13490,13747,14046,14094,14605,14940,15092,15318,15626,16049,16452,16876,17137,17697,18483,19360,19883,1449448,1490484,1493658,1499536,1510093,1493382,1523270,1534206,1525892,1523772,1530458,1549013,1567663,1589325,1596397,1637391,1699954,1764220,1797063,8180.0,8675.0,7399.0,6587.0,5574.0,6203.0,4212.0,4788.0,121152,119998,118959,117790,116429,114934,113347,111659,110127,108563,107215,105532,104081,102572,100949,99490,96516,95289,94177,93155,92525,91976,91129,90384,89756,0.08685772534695307,0.09312436262143739,0.07996757633072142,0.07161650865443159,0.06116603935081039,0.06862940343423615,0.046927224920896654
111,07132,Altenkirchen (Westerwald),14632,15254,15204,15562,16088,16459,17039,17560,17753,18117,17948,18589,19069,19134,19518,19972,20606,21121,22104,2003208,2089289,2083180,2128775,2195867,2238792,2307188,2363828,2371635,2400998,2361476,2426444,2470628,2463925,2504194,2570422,2659538,2721941,2845787,8066.0,7943.0,7752.0,7275.0,6413.0,6759.0,6682.0,6387.0,134436,135502,136275,136776,137234,137297,137450,137477,137296,137104,136596,136029,135314,134269,133258,132502,130528,129564,128770,128301,128700,129067,128876,128748,128755,0.06263881338821153,0.0619091043717508,0.06023310023310023,0.0563660734347277,0.049761010583817,0.05249790288004474,0.05189701370820551
112,15081,Altmarkkreis Salzwedel,12684,13260,13281,13688,14135,14110,14371,14669,15402,15713,16330,17104,17633,17982,18312,18221,18905,19814,20083,1282139,1330426,1320450,1345567,1373172,1354389,1359987,1367622,1415185,1420759,1456212,1507710,1538460,1557119,1578379,1569187,1620125,1681184,1689188,5053.0,4889.0,5031.0,4909.0,5134.0,4857.0,4702.0,4499.0,105231,105418,105226,103809,102059,101533,100758,99942,98834,97751,96540,95313,93956,92647,91179,89986,88150,87251,86595,86192,86118,85700,84847,84111,83469,0.05835209885097292,0.056722201596435866,0.05841984254162893,0.057281213535589265,0.060508916048888,0.057745122516674394,0.05633229103020283
113,09171,Altötting,15202,15944,16033,16599,17190,17532,18117,18777,19314,19081,19745,20607,21275,21415,21798,21945,22279,22590,23358,1629904,1716580,1735321,1800094,1860921,1893151,1949601,2014906,2065042,2030236,2094674,2187351,2264232,2285812,2337044,2369548,2427374,2482173,2587406,4838.0,4786.0,5476.0,5367.0,4214.0,4501.0,3679.0,4093.0,105159,106329,106924,107265,107685,108024,108584,109308,109752,109506,109292,108956,108957,108450,108145,107788,106146,106429,106740,107215,107975,108954,109880,110774,111363,0.045325089001311596,0.04463927622067808,0.050715443389673535,0.049259320447161185,0.03835092828540226,0.040632278332460685,0.03303610714510205
114,07331,Alzey-Worms,15635,16415,16274,16534,17190,17419,17966,18404,18553,18837,19262,19726,20147,20633,20865,21417,21806,22430,23385,1937009,2052014,2050448,2095685,2185283,2210994,2273999,2324119,2335758,2363075,2412212,2469180,2521239,2583158,2620760,2712172,2785420,2879115,3013966,6486.0,5652.0,6184.0,5350.0,5143.0,5213.0,4807.0,4723.0,116033,117599,119351,120824,122271,123587,124652,125674,126306,126826,126552,126101,125882,125433,124959,124706,125176,125141,125193,125606,126636,127736,128358,128882,129466,0.0518080084349764,0.044997850421158225,0.04883287532771092,0.041883259222145676,0.0400676233658985,0.04044785152309865,0.03712943938949222
115,09371,Amberg-Sulzbach,13649,14414,14517,14941,15383,15649,15911,16376,16963,16863,17591,18626,19647,19922,20292,20962,21174,21877,22751,1475032,1562126,1573440,1617133,1662243,1684533,1703128,1743125,1792421,1769662,1836003,1934043,2032939,2056210,2091297,2165559,2187004,2251668,2342708,2963.0,2964.0,2676.0,2820.0,2748.0,2793.0,2763.0,2446.0,105157,106033,106769,107411,108062,108538,108947,109046,108917,108832,108545,107889,107389,106635,105961,105490,103834,103475,103213,103060,103307,103289,102923,102973,103079,0.028707624039607412,0.028759945662720745,0.025903375376305576,0.027302036034814937,0.026699571524343442,0.027123614928185057,0.02680468378622222
116,03451,Ammerland,14769,15702,15473,15957,16011,16647,17229,17570,18042,18170,18528,19288,19704,19942,20474,20673,21305,21945,22451,1618710,1740130,1733370,1806913,1828403,1911627,1990257,2039156,2097554,2116114,2165455,2266764,2329379,2366649,2444465,2494689,2600587,2700055,2777782,5083.0,5448.0,5013.0,5113.0,4818.0,4782.0,4630.0,4240.0,103072,104307,105826,107351,108736,109864,111221,112427,113751,114799,115457,116267,116843,117077,117258,117817,117525,118220,118677,119391,120676,122067,123038,123724,124465,0.04283054003724395,0.04563158026986959,0.041540985780105406,0.04188683264109055,0.03915863391797656,0.03865054476091947,0.03719921263005664
117,15082,Anhalt-Bitterfeld,12162,12578,12884,13242,13462,13747,14227,14592,15092,15438,15718,16225,16711,16991,17437,17826,18364,19137,19584,2522170,2560403,2574834,2598612,2594843,2605870,2654259,2676917,2722016,2738519,2743423,2790512,2835046,2848643,2893689,2940421,3010972,3103645,3144436,12486.0,13213.0,13288.0,13700.0,11621.0,11357.0,11068.0,11362.0,.,.,.,.,.,.,.,.,.,.,.,.,186445,183484,180579,177971,171987,169651,167652,165952,164947,163959,162182,160559,159170,0.07447569966358886,0.0796194080215966,0.08055920992803749,0.0835574747345373,0.07165406765239052,0.07073412265896026,0.06953571652949676
118,09571,Ansbach,14439,15402,15243,15572,15974,16317,16913,17600,18389,18300,19214,20191,20904,20945,21515,21664,22189,22648,23483,2628857,2813678,2789529,2853862,2931267,2988583,3083839,3195186,3322142,3290519,3439415,3602500,3726730,3740900,3854735,3907469,4032850,4138118,4311617,6310.0,5652.0,5713.0,6099.0,5231.0,5408.0,5650.0,5164.0,177148,178981,180229,180994,181766,182771,183521,183797,184146,184484,184383,183317,182798,181974,181061,180374,178419,178276,178602,179167,180367,181746,182717,183603,184270,0.035329951512301096,0.03154598782141801,0.03167430849323879,0.03355782245551484,0.02862897267358812,0.029454856402128506,0.030661529277690346
119,09671,Aschaffenburg,17042,17948,17834,18254,18592,18926,19397,19857,20319,19956,20600,21576,21904,22156,22394,22823,23156,23735,24745,2963497,3128821,3117388,3196777,3261201,3317579,3391980,3464577,3536643,3461906,3563071,3723560,3777680,3825915,3869392,3953784,4019796,4123683,4307816,4847.0,4863.0,4813.0,4579.0,4591.0,4456.0,4034.0,4170.0,169739,171162,172120,172716,173340,173849,174220,174720,175021,175274,175189,174819,174274,173939,173341,172790,172579,172463,172683,172784,173236,173600,173737,174089,174204,0.028068773417186405,0.028144967126585794,0.027782908864208363,0.026376728110599077,0.026424998704939074,0.02559610314264543,0.02315675874262359
120,09772,Augsburg,17581,18150,18001,18389,18769,19003,19463,19863,20532,20254,21075,22034,22558,22572,23014,23568,23781,24239,25088,4115745,4277908,4271862,4382628,4484427,4542561,4645200,4733777,4882505,4802521,4991666,5229860,5378300,5416448,5564846,5754063,5863583,6027989,6289130,8301.0,7975.0,8054.0,7946.0,7350.0,7725.0,7380.0,6918.0,224441,227975,230391,232212,234017,235622,237389,239210,240374,241189,241355,241203,241021,240746,240078,239987,237350,238422,239958,241804,244149,246570,248689,250686,252501,0.034593553871927585,0.03298125754743511,0.03298805237785123,0.03222614267753579,0.02955498634841107,0.0308154424259831,0.02922760701937814
121,03452,Aurich,13185,13756,13565,13859,13870,14281,14766,15052,15573,15879,16239,17344,18274,17874,18494,18990,19486,20072,20679,2451218,2572154,2545807,2608639,2617384,2697111,2788815,2842976,2933639,2979640,3042585,3243625,3411549,3340049,3468159,3581441,3695181,3813790,3926875,11404.0,10958.0,11174.0,11452.0,9835.0,9248.0,10155.0,9911.0,179255,180833,182270,183778,185294,186796,187799,188593,189257,189951,190252,190245,190417,189893,189274,189055,187015,186693,186866,187528,188599,189633,190008,189899,189771,0.0610276882900046,0.05843394053154729,0.059247397918334666,0.06039033290619249,0.05176097848511642,0.04869957187768235,0.0535118642996032
122,07332,Bad Dürkheim,17209,17893,17791,18117,18759,19225,19965,20629,20897,21420,21768,22466,22971,23340,23766,24470,25014,25781,26863,2287167,2383698,2376807,2423720,2511460,2575282,2668670,2747940,2771194,2825157,2860646,2944717,3007473,3057146,3120150,3226823,3316380,3425044,3564715,7836.0,7300.0,7305.0,7126.0,6702.0,6753.0,6545.0,7125.0,129987,131080,132017,132730,133272,133671,133984,134546,134665,134901,135048,134907,134569,134144,133349,132922,131076,130924,130984,131286,131867,132582,132850,132700,132666,0.059824100653514935,0.055603796292064654,0.05539672548856044,0.05374786924318535,0.05044787354158826,0.05088922381311228,0.04933441876592345
123,09672,Bad Kissingen,14593,15313,15442,15922,16349,16423,16737,16999,17673,17610,18459,19351,19579,20281,20417,21220,21371,21954,22814,1595151,1674456,1688883,1736731,1776886,1777133,1799778,1816317,1875043,1853339,1929007,2010983,2024218,2088843,2100538,2185728,2203365,2265267,2355316,4209.0,3918.0,3471.0,3986.0,3632.0,3642.0,3035.0,3547.0,108787,109438,109679,109632,109490,109450,109389,109405,109246,108678,108342,107674,106895,106214,105326,104678,103919,103389,102995,102883,103004,103103,103183,103242,103227,0.04086606145929414,0.03808209325155759,0.033697720476874686,0.03866036875745613,0.035199596832811604,0.03527634102400186,0.029401222548364286
124,07133,Bad Kreuznach,15766,16476,16433,16973,17697,17822,18154,18359,18486,18884,18887,19350,19689,19727,20063,20702,21153,21697,22561,2480032,2597935,2594892,2684863,2805388,2824651,2868712,2893192,2902606,2949554,2939517,3007873,3058776,3063593,3122245,3237476,3323257,3416654,3560467,11034.0,10818.0,10969.0,10001.0,9501.0,9295.0,8862.0,8313.0,155151,155816,156369,156834,157026,157344,157648,157904,158097,158536,158503,158039,157652,157057,156204,155693,155445,155355,155302,155621,156383,157107,157471,157815,158213,0.07104866646920194,0.06951503974399342,0.07014189521878976,0.06365725270038891,0.06033491881044764,0.05889807686214872,0.05601309626895388
125,09173,Bad Tölz-Wolfratshausen,20183,21318,20560,20925,21164,21548,22013,22433,22995,22439,23236,24232,28633,24948,24454,25098,25284,25801,26750,2301096,2455821,2387604,2441080,2482326,2545242,2604358,2653478,2723527,2659469,2761895,2893423,3441619,3028460,3001220,3115557,3168059,3254084,3394580,4131.0,4057.0,4119.0,4218.0,4053.0,3970.0,4181.0,4580.0,110518,111319,112163,113068,114109,115357,116803,117771,118657,119143,120215,120333,120621,120964,120998,121411,119404,120199,121391,122729,124135,125299,126120,126900,127572,0.03403052944616981,0.03305657179639694,0.03318161678817416,0.033663476963104254,0.0321360608943863,0.031284475965327026,0.03277364939014831
126,09471,Bamberg,14400,15199,15349,15842,16326,16617,17129,17686,18424,18372,19218,20143,20781,20847,21301,21063,21719,22210,23121,2040797,2164259,2196655,2276019,2352810,2399025,2473790,2554845,2656541,2643941,2762163,2893957,2987325,3003935,3079313,3057008,3166730,3249542,3395033,4170.0,4153.0,3929.0,3722.0,4045.0,4271.0,3937.0,3867.0,135918,137584,138802,139955,141115,142065,142764,143440,144020,144591,144876,144916,144899,144771,144483,144328,143671,143752,144092,144560,145133,145806,146313,146835,147125,0.028939843988562863,0.028728555617044824,0.027071720421957792,0.025527070216589166,0.02764621052127972,0.02908707052133347,0.026759558198810537
127,12060,Barnim,13793,14394,14718,14974,15178,15418,15799,16100,16603,17113,17239,17841,17983,18412,18672,19031,19546,20186,20779,2290698,2413401,2480082,2538802,2596571,2655637,2730360,2786606,2872572,2958169,2976211,3078475,3108972,3193939,3255848,3353210,3486697,3635845,3777814,13430.0,12589.0,12119.0,12464.0,11162.0,10719.0,11530.0,11417.0,150002,151903,156009,160689,164569,167804,169944,170775,171985,173737,175109,176107,176708,176743,176795,176793,172547,172883,173474,174368,176196,178388,180115,181812,184002,0.07741794159355292,0.07219788034501744,0.06878135712501987,0.06987017063928067,0.06197151819670766,0.05895650452115372,0.06266236236562646
128,14625,Bautzen,12814,13430,13800,14142,14401,14477,15033,15502,15967,16257,16628,16985,17352,17791,18074,18521,19111,19869,20632,4655789,4811222,4873504,4932033,4967222,4936622,5056487,5138901,5216977,5238998,5292351,5350436,5418407,5508544,5557059,5675295,5838024,6033378,6225710,16282.0,16815.0,16016.0,15456.0,15147.0,14543.0,13951.0,14470.0,374240,374201,373636,372137,369542,365835,361018,356189,352049,348459,344777,340385,335763,331331,326971,323402,315007,312258,309624,307460,306422,305482,303663,301757,300319,0.05258636281425213,0.05469004098094061,0.05226778756094536,0.05059545243254922,0.049880953557068196,0.04819440808332533,0.0464539373133235
129,09472,Bayreuth,14139,14781,14970,15427,16011,16145,16441,16865,17716,17802,18791,19721,19291,19662,20133,20719,21147,21788,22691,1537174,1609247,1630697,1681239,1743779,1752509,1776304,1812626,1891987,1890374,1986979,2078177,2026814,2059984,2106383,2164339,2201163,2262494,2353743,3206.0,2985.0,3142.0,3107.0,2865.0,2818.0,2815.0,3386.0,107010,107772,108143,108483,108810,108952,109234,109244,109249,109329,108970,108430,107983,107330,106734,106285,105380,105064,104769,104626,104461,104091,103841,103731,103660,0.03060065477383577,0.02853019325980158,0.030078211006978682,0.029848882228050457,0.027590258183183905,0.027166420838515004,0.02715608720818059
130,09172,Berchtesgadener Land,16040,16938,16584,16911,17125,17335,17840,18202,18793,18584,19185,19861,20577,21135,21050,21039,21357,21778,22547,1582550,1681041,1656508,1697162,1724700,1751754,1803433,1836665,1892484,1866624,1927606,2004760,2090005,2158121,2160978,2176303,2225280,2281583,2376111,6775.0,8901.0,27810.0,108046.0,10962.0,7959.0,7886.0,8661.0,98754,98999,98942,98803,99027,99516,100281,100931,101632,101956,102364,102432,102420,102283,102053,102286,100937,101569,102111,102661,103442,104194,104766,105387,105826,0.06634936490681709,0.08670283749427728,0.2688463100094739,1.036969499203409,0.1046331825210469,0.07552164878021009,0.07451854931680306
131,06431,Bergstraße,16382,17312,17162,17770,18126,18290,18724,19043,19464,19740,20541,20916,21669,21833,22375,22862,23301,23881,24752,4298325,4558854,4532952,4702560,4802611,4848709,4949778,5014219,5108740,5163925,5363555,5460789,5664866,5720361,5886216,6066877,6231388,6408532,6664283,10787.0,9873.0,10484.0,10456.0,9679.0,9332.0,8721.0,8442.0,258954,259806,260552,261079,261909,262987,264151,265091,265688,265955,266373,265741,264638,263954,263157,262817,261077,261427,262009,263072,265375,267432,268358,269237,270017,0.0411703414768195,0.037529649677654785,0.03950635892604804,0.03909778934458105,0.036067491932418635,0.03466091213317635,0.032297966424336244
132,07231,Bernkastel-Wittlich,15070,15970,15861,16442,17261,17697,18461,18984,19386,20267,20295,20645,20759,20446,20660,20284,21106,21662,22627,1708674,1813649,1805367,1873697,1968946,2018233,2098187,2150238,2187339,2273124,2264117,2298136,2305160,2264133,2289378,2259774,2362104,2427613,2538701,5561.0,5345.0,5500.0,5449.0,5373.0,5650.0,5306.0,4639.0,112838,113446,113752,113762,113732,113768,113928,114101,114235,114257,114195,113779,113270,112813,112033,111362,111315,111042,110738,110812,111405,111918,112070,112198,112373,0.05021763080424064,0.048234848211385045,0.04936941788968179,0.04868743186976179,0.047943249754617646,0.050357403875291896,0.04721774803556014
133,08426,Biberach,15562,16615,16441,16623,16775,17331,18030,18724,19225,18859,19625,20586,21188,21561,22103,23020,22977,23387,24077,2819082,3034273,3025519,3079062,3121582,3235484,3372726,3505945,3602653,3535276,3677072,3857596,3975550,4058343,4189961,4425141,4483126,4612717,4791409,7349.0,6736.0,6747.0,7089.0,6836.0,6982.0,6725.0,6874.0,174643,176613,178250,179584,180840,182194,183721,185270,186592,187602,188326,188693,189039,189290,189409,189542,187393,187628,188222,189567,192229,195113,197236,199004,200512,0.03904432000510036,0.035533610807788274,0.035098762413579634,0.0363327917668223,0.0346589872031475,0.03508472191513738,0.033539139802106606
134,07134,Birkenfeld,15116,15687,15516,16004,16664,16940,17518,17839,17992,18495,18295,18860,19151,19349,19670,20023,20663,21096,22010,1362331,1414119,1395768,1433579,1482768,1492926,1528374,1544530,1541515,1563441,1528343,1559552,1565161,1565416,1586064,1613919,1667634,1703771,1776751,4359.0,4134.0,4485.0,4556.0,4095.0,3890.0,4858.0,4727.0,90317,90621,90825,90572,90270,90208,90233,89974,89686,89113,88158,87405,86745,85878,84647,83691,82689,81729,80904,80632,80603,80707,80764,80724,80836,0.053878671017502225,0.05126996725865661,0.05564309020756051,0.05645111328633204,0.05070328364122629,0.0481888905406075,0.0600969864911673
135,08115,Böblingen,18338,19132,19060,19452,19811,20081,20412,20620,21105,20799,21537,22364,23060,23262,23742,24266,24484,24908,25597,6591964,6925301,6943070,7115939,7257632,7354284,7469521,7544276,7720386,7589037,7835129,8140074,8436280,8578945,8840131,9167171,9391867,9657201,9998191,16187.0,16588.0,16921.0,17623.0,16276.0,19237.0,16577.0,15975.0,349636,352804,355372,357685,360627,363518,366492,369091,371283,372047,372300,372223,372418,372947,372383,371619,363979,365833,368800,372336,377780,383585,387718,390594,392224,0.0438909978308026,0.044551158093764774,0.044790618878712475,0.045942880978140435,0.04197896409245895,0.04925062852988013,0.042264114383617525
136,08435,Bodenseekreis,16781,17788,17845,18454,19017,19538,20214,20678,21213,20798,21663,22705,23421,23916,24491,24788,25189,25864,26555,3287467,3506176,3541917,3681984,3808126,3926602,4072235,4174534,4297663,4218518,4395052,4627004,4805107,4942265,5104269,5225114,5356166,5531307,5721007,8622.0,9063.0,9960.0,9349.0,9285.0,9358.0,9986.0,10175.0,192341,193761,195010,195912,197201,198603,200360,201984,203461,204365,205425,206099,206757,207786,208101,208612,203787,205163,206647,208418,210794,212636,213863,215441,216849,0.04172332528418027,0.04348472780661939,0.047249921724527265,0.043967155138358506,0.04341564459490421,0.043436486091319663,0.046050477521224445
137,15083,Börde,13101,13514,13718,13942,14346,14475,14917,15238,15926,16319,16794,17428,17925,18291,18692,18934,19625,20407,20694,2578763,2648403,2671434,2695290,2748915,2743797,2793433,2816898,2902823,2934063,2984291,3066768,3129784,3173046,3231723,3278509,3399328,3526027,3563078,11693.0,11393.0,10209.0,10242.0,9189.0,8893.0,9729.0,9431.0,.,.,.,.,.,.,.,.,.,.,.,.,186713,184180,181754,179765,175972,174600,173478,172892,173151,173216,172789,172177,171329,0.06740335950379875,0.06589662910950189,0.05896009841121334,0.059128486975799005,0.0531804686640932,0.05165033657224832,0.05678548290131852
138,05554,Borken,14945,15676,15330,15666,15969,16240,16598,16888,17476,17125,17820,18549,19290,19359,20085,20418,20976,21693,22433,5314553,5618409,5531013,5678716,5805124,5919689,6063110,6174076,6392131,6254685,6498034,6757246,7020849,7047599,7325792,7502205,7749360,8015085,8304700,24610.0,24619.0,24423.0,23641.0,22203.0,22234.0,20696.0,19570.0,340519,344782,348390,351525,354927,357914,361064,363740,365722,367047,367963,369252,369940,370413,369986,369634,364298,363956,364045,364731,367429,369446,369472,370197,371008,0.06760153277754123,0.06749906095176994,0.06646998467731181,0.0639904072584356,0.06009386367573186,0.06005991404576482,0.05578316370536485
139,08315,Breisgau-Hochschwarzwald,16361,17275,17322,18001,18521,18823,19242,19423,20120,19917,20685,21621,22130,22358,23015,23356,23663,24124,24865,3872005,4120342,4168000,4362173,4511444,4603923,4716885,4762394,4928980,4876176,5070233,5317145,5467868,5565445,5787003,5956869,6125889,6306214,6529564,12915.0,13284.0,12606.0,13110.0,12283.0,11936.0,12052.0,10963.0,229414,232150,234405,236284,237994,239658,242029,244480,246432,247938,249359,250128,250512,250650,250432,251025,245922,247074,248924,251443,255046,258880,261411,262600,263198,0.05188330574793913,0.05283105912672057,0.04942637798671612,0.050641223733003705,0.046987311169002066,0.045453160700685453,0.04579062150928199
140,15084,Burgenlandkreis,12573,13112,13402,13723,14040,14072,14398,14653,15280,15670,15985,16404,16821,17194,17506,17905,18524,19214,19649,2789670,2868539,2887643,2914650,2942251,2908312,2932835,2939869,3018124,3049435,3068245,3107712,3147492,3189729,3229931,3295748,3401600,3507969,3557953,14658.0,14398.0,14968.0,13824.0,13767.0,11719.0,11390.0,12934.0,.,.,.,.,.,.,.,.,.,.,.,.,203729,200678,197868,195287,189452,187115,185519,184506,184068,183628,182571,181079,179518,0.07901077517666655,0.07803540264273248,0.08131777386617989,0.07528263663493585,0.07540628029643262,0.06471760944118313,0.06344767655611136
141,08235,Calw,16696,17590,17435,17762,17972,18318,18879,19252,19825,19563,20243,20995,21524,21683,22250,22529,23294,23836,24437,2597456,2747337,2738158,2797016,2827646,2872923,2944726,2983918,3050979,2989798,3073583,3173343,3246940,3276024,3384573,3470953,3625995,3734957,3858927,5032.0,5259.0,4928.0,5023.0,4410.0,4404.0,4347.0,5411.0,157189,157254,157302,157299,157810,158627,159471,160625,161412,161457,161345,160727,160110,159180,158461,157682,151147,150850,151085,152114,154063,155660,156692,157911,158799,0.03330575503855446,0.03457275464454291,0.031986914444091054,0.03226904792496467,0.0281443851632502,0.027889127419875752,0.027374227797404265
142,03351,Celle,14482,15173,14524,14237,13945,14464,15263,16321,16776,16934,17272,17938,18466,18811,19195,19430,20079,20623,21170,2618911,2746467,2632171,2583938,2532085,2623606,2761447,2940898,3006657,3018121,3063346,3166285,3247758,3303686,3375623,3440334,3577554,3682644,3786168,11254.0,11807.0,13279.0,11581.0,10949.0,10714.0,11806.0,11580.0,178306,179443,180006,180620,181206,181598,181839,182093,182478,182748,182567,182165,181499,180640,179709,178895,176512,175880,175629,175855,177064,178171,178567,178850,178974,0.06407825586890548,0.067140541923744,0.07499548185966656,0.06499935455264887,0.061315920634831746,0.05990494828068214,0.0659648887547912
