,kreis_key,population_1995,population_1996,population_1997,population_1998,population_1999,population_2000,population_2001,population_2002,population_2003,population_2004,population_2005,population_2006,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019
171,07331,116033,117599,119351,120824,122271,123587,124652,125674,126306,126826,126552,126101,125882,125433,124959,124706,125176,125141,125193,125606,126636,127736,128358,128882,129466
172,07332,129987,131080,132017,132730,133272,133671,133984,134546,134665,134901,135048,134907,134569,134144,133349,132922,131076,130924,130984,131286,131867,132582,132850,132700,132666
173,07333,75799,76540,77029,77547,78037,78360,78549,78813,79020,79229,79004,78551,78099,77607,76883,76237,76011,75665,75350,75077,75096,75217,75153,75102,75213
174,07334,118206,119435,120786,121839,122571,123049,123782,124441,124690,124974,125185,125320,125558,125724,125153,124862,124178,124592,125162,125850,126785,127755,128341,128776,129044
175,07335,108182,109301,109886,109967,110080,110065,110146,110115,109985,109849,109430,108746,108049,107635,106623,105762,105286,104677,104280,104203,104627,105236,105577,105853,106018
176,07336,79237,79490,79595,79551,79337,78937,78621,78287,77795,77416,76818,76159,75333,74487,73654,72953,72829,72112,71432,70991,70940,70949,70832,70645,70373
177,07337,106413,107237,107909,108255,108680,109247,109583,109960,110453,110698,110709,110469,110073,109921,109411,109063,108369,108526,108889,109381,110131,110706,110754,110489,110439
178,07338,142789,143994,145092,145676,146110,146644,147275,147853,148191,148466,148799,148944,149254,149257,149103,148683,147046,147710,148574,149560,150799,152295,153336,153915,154405
179,07339,186603,188360,189990,191186,192408,193624,195196,196731,198221,199329,200162,200572,201189,201618,201456,202035,200935,201743,202780,203926,206632,208967,209485,210337,211153
180,07340,105025,105459,105787,105843,105786,105456,105296,105168,104894,104459,103586,102961,102093,101093,100041,99241,98374,97594,96890,96505,96442,96216,95716,95294,94972
181,08111,587044,585572,585407,583618,582203,583159,585486,588030,589098,590155,591866,593244,595775,598511,600788,602873,587442,594477,601118,608369,618090,625885,630388,633787,635371
182,08115,349636,352804,355372,357685,360627,363518,366492,369091,371283,372047,372300,372223,372418,372947,372383,371619,363979,365833,368800,372336,377780,383585,387718,390594,392224
183,08116,489849,491510,492991,493909,496257,499246,502962,507505,510655,512485,513949,514207,514490,514826,514319,514400,503712,506769,510428,514529,520453,526460,530620,533153,534442
184,08117,254717,255436,255299,255068,255672,256465,257272,258072,258630,258576,258146,257318,256368,255328,254128,253030,247435,247515,248324,249465,251433,253684,255482,256799,257699
185,08118,484445,486808,488396,490349,493567,496604,500451,505092,508366,510767,512825,513799,514775,515722,516494,517432,510552,514417,519191,524005,530226,535988,540266,543307,544704
186,08119,397789,400376,402372,403743,405796,408255,411247,414347,416283,416995,417686,417678,417405,416788,415969,415725,406978,407989,409926,412521,416736,421077,423788,425518,426703
187,08121,121882,121533,121272,120500,119770,119416,119805,120387,120717,121005,121436,121498,121334,121949,122159,122608,116062,117124,117827,118982,121204,123169,124442,125537,126276
188,08125,300981,305414,308967,312247,315727,319267,322676,325215,326969,328389,329326,329911,330400,330048,329579,328924,322973,323856,325289,327643,331819,335980,339172,341920,343762
189,08126,103196,104803,105375,105812,106531,107343,108354,109298,109751,109820,109894,109818,109983,109865,109422,109144,107229,107349,107682,108341,109499,110435,111041,111701,112333
190,08127,179325,181555,182886,183636,184390,185274,186457,187713,188545,188932,189385,189579,189450,189426,189097,188673,186397,186678,187305,188328,190294,192286,193581,195032,196311
191,08128,135981,137110,137181,137036,137072,137097,137307,137500,137446,137657,137517,136783,135878,135243,134592,133790,130598,130137,129850,130078,131240,132228,132232,132255,132360
192,08135,136944,137537,137673,137430,137082,136934,137033,137010,136721,136135,135499,134722,133850,133137,132362,131644,127861,127650,127778,128421,129711,131013,131752,132239,132625
193,08136,310158,311684,312127,312392,313053,313759,314666,315944,316716,316840,316964,316161,315205,314213,312778,311483,306565,306455,306709,307569,310428,312119,312005,313212,314014
194,08211,52658,52871,52834,52610,52587,52679,52900,53387,53817,54133,54453,54734,54855,54862,54675,54456,52404,52505,52799,53177,53751,54234,54513,54921,55154
195,08212,276351,276441,276882,276554,276871,277882,278851,280422,282062,283415,284347,285756,286853,289305,290735,292770,290548,294014,297568,299577,303903,308877,310959,312506,312576
196,08215,403852,407218,409545,411853,414844,417993,421163,424379,426273,427628,429010,430033,431183,431702,431535,431977,424134,425808,428146,430251,433578,438089,441505,443453,444667
197,08216,220648,219600,220680,221664,222857,223429,223821,224998,226396,227068,228103,228302,228063,227536,227024,226961,222100,222337,222892,223999,226081,228191,229562,230617,231219
198,08221,138873,138826,139405,139614,139479,139966,140602,141793,142574,142798,142840,143897,144643,145047,145683,146323,147266,149375,151224,153414,155491,158091,160258,160478,160920
199,08222,313758,311755,311346,309689,308317,307230,307679,308413,308455,307882,307697,307847,308912,310737,311601,312353,290588,293043,295659,298267,302812,305281,306389,308684,310014
200,08225,146285,147272,148061,148476,148765,149182,149765,150501,150932,151068,150923,150382,149834,149234,148289,147460,142863,142141,141716,141618,142294,143107,143327,143456,143584
201,08226,511057,514092,516628,518553,520771,522992,525709,529108,530998,531929,533242,533774,534521,535141,535491,536827,524496,526246,529150,532871,538294,543130,545573,547185,547990
202,08231,118362,118734,118391,117843,117417,117192,117569,118422,119011,118991,118898,119168,119236,119498,119811,119829,114735,115818,117090,118523,120769,122870,123891,124916,125750
203,08235,157189,157254,157302,157299,157810,158627,159471,160625,161412,161457,161345,160727,160110,159180,158461,157682,151147,150850,151085,152114,154063,155660,156692,157911,158799
204,08236,186149,187329,188224,189327,190822,192222,193201,194229,195043,195681,196207,196231,195951,195516,194976,194276,191467,191777,192452,193270,194897,196656,197808,198637,199231
205,08237,119607,119192,119373,119891,120659,120956,121386,122064,122362,122425,122579,122444,122120,121700,120967,120344,115813,115138,114924,114970,115690,116463,117074,117696,118089
206,08311,198885,199833,200457,200750,201718,203779,206156,209039,211224,212977,214698,216448,218061,219314,220213,222576,211729,216139,219165,221245,224298,226992,228613,229939,230718
207,08315,229414,232150,234405,236284,237994,239658,242029,244480,246432,247938,249359,250128,250512,250650,250432,251025,245922,247074,248924,251443,255046,258880,261411,262600,263198
208,08316,145630,146930,147873,148674,149725,150911,152080,153674,154762,155503,156374,156872,157590,157661,157701,158009,156517,157061,157788,158943,160895,162667,163982,165048,165896
209,08317,397102,400197,401725,402931,404640,406867,409834,412246,413655,414919,415971,416680,417516,417906,417535,417596,410218,411054,412189,414159,417873,421733,424646,427706,430216
210,08325,138472,139317,139817,140002,140344,140751,141281,142070,142284,142313,142288,141989,141696,141324,140720,139780,136345,135801,135436,135616,136706,137914,138593,139157,139667
211,08326,208737,208930,209069,209139,209388,209976,210774,211575,211919,211683,211606,210957,210223,209316,208023,206960,204137,204282,204838,205603,207882,209866,210646,211794,212444
212,08327,128864,129971,130623,131149,131890,132596,133333,134116,134466,134849,135185,135284,135329,135289,134888,134502,132175,132334,132837,133903,135607,137363,138758,139775,140459
213,08335,257785,259546,261180,262559,263861,265362,267202,269848,271966,273372,274253,274571,274903,275434,276650,278069,267454,269416,271988,274596,278037,281240,283103,284670,285815
214,08336,211360,212791,213818,214610,215578,216643,218116,219951,220928,220927,220991,221695,222259,222562,222464,222628,219147,220044,221275,222818,225200,227127,227930,228477,228688
215,08337,162801,163740,164225,164457,164793,164956,165534,166569,167003,167185,167333,167290,167307,167149,166675,166287,163172,163420,163982,164738,166536,168357,169525,170409,170811
216,08415,271048,272839,274152,274942,275937,277333,278383,279746,280898,281738,281819,281933,281707,281346,281055,280849,273499,274169,275355,277025,280072,283098,284918,286251,286891
217,08416,203746,204464,205041,205393,206349,207783,209444,211675,213474,214817,215939,216616,217246,217519,219683,220769,212437,213847,215715,217445,220096,223236,225195,226543,228005
218,08417,192509,192865,192702,192614,192806,192906,192979,193556,193559,193205,192888,192505,191893,191059,189865,189011,185458,184894,184637,185488,187478,187998,187786,188553,189149
219,08421,115422,115871,115825,115665,115902,116668,117711,118845,119691,119958,120385,120748,121210,121437,121913,122331,117078,117759,118598,119966,121675,123295,124775,125963,126560
220,08425,179664,180979,182006,182833,184054,185367,186391,187574,188540,189396,190012,190182,190197,190389,190211,189819,186404,186784,187508,188511,190617,192711,193974,195338,196562
221,08426,174643,176613,178250,179584,180840,182194,183721,185270,186592,187602,188326,188693,189039,189290,189409,189542,187393,187628,188222,189567,192229,195113,197236,199004,200512
222,08435,192341,193761,195010,195912,197201,198603,200360,201984,203461,204365,205425,206099,206757,207786,208101,208612,203787,205163,206647,208418,210794,212636,213863,215441,216849
223,08436,260699,262499,263906,265013,266457,267959,269580,271431,273114,274463,275511,275858,276510,276591,276662,276812,269668,271277,272983,274440,277318,280462,282446,283775,284855
224,08437,129883,130938,131506,132035,132590,133200,133527,133768,133904,133730,133516,133245,132730,132167,131410,130668,127601,127341,127187,127409,129244,130524,130234,130533,130861
225,09161,111445,112454,113212,113586,114252,115151,116539,117907,119049,119917,120718,121687,122512,123496,124207,124769,125270,126981,128511,130069,131720,133039,134442,136113,137187
226,09162,1240523,1231090,1215866,1197411,1191729,1201871,1220359,1232072,1226052,1245048,1254410,1278559,1302376,1318012,1321246,1342177,1352764,1376614,1398072,1418710,1439983,1457341,1460170,1463774,1477867
227,09163,58761,58914,58847,58609,58577,58781,59079,59598,60015,60058,60143,60232,60508,60566,60749,61035,59435,59739,60200,60677,61367,62258,62876,63202,63438
228,09171,105159,106329,106924,107265,107685,108024,108584,109308,109752,109506,109292,108956,108957,108450,108145,107788,106146,106429,106740,107215,107975,108954,109880,110774,111363
229,09172,98754,98999,98942,98803,99027,99516,100281,100931,101632,101956,102364,102432,102420,102283,102053,102286,100937,101569,102111,102661,103442,104194,104766,105387,105826
230,09173,110518,111319,112163,113068,114109,115357,116803,117771,118657,119143,120215,120333,120621,120964,120998,121411,119404,120199,121391,122729,124135,125299,126120,126900,127572
231,09174,121160,122933,124304,125552,127095,128652,130618,131745,132955,133385,133987,134616,135578,136637,137152,138097,139046,140971,143214,145343,147825,150105,151771,153294,154392
232,09175,109532,110839,112229,113824,115552,117475,119552,120981,122073,122648,123418,124453,125686,126788,127432,128527,127956,129941,132009,133940,136147,138219,139908,141471,142896
233,09176,112044,113430,114638,115786,117371,118932,120266,121671,122838,123002,123224,123117,124088,124471,124686,124814,123653,124500,125449,126524,127997,129807,131227,131994,132611
234,09177,103440,105637,107798,109853,112168,114686,116993,118556,120079,121329,122619,123358,124201,125230,125926,126633,126027,127483,129264,131039,132793,134588,136157,137272,137921
235,09178,139768,142182,144470,146533,148591,150648,154156,156024,158126,158691,159985,160985,163529,165115,165419,165814,163284,165259,167648,169684,171791,174514,176900,178557,179562
236,09179,185788,186650,187384,188300,189947,191817,194512,196631,198407,198379,199354,199971,200765,201476,202430,203740,201936,204112,206733,209275,211880,215169,217344,218576,219316
237,09180,85573,85770,85810,85948,86136,86406,86951,87581,87631,87299,87352,87154,86879,86721,86307,86357,84089,84472,85077,85687,86658,87631,88016,88311,88446
238,09181,98755,100123,101186,102375,103649,104997,106726,108188,109670,110757,111702,112077,112781,113576,113932,114427,113231,113881,114575,115522,116888,118191,118933,119606,120187
239,09182,88624,88936,89337,89652,90266,91112,92338,93071,93677,93789,94596,95104,95215,95271,95289,95640,93760,94365,95404,96411,97530,98557,99009,99458,99868
240,09183,105423,106189,106810,107141,107577,108189,109106,110105,110831,110913,110943,110753,110587,110428,110267,110269,106585,107083,108295,109762,111165,112628,113854,114868,115561
241,09184,278618,279926,281790,284141,287625,292159,297554,301290,304707,304773,307401,309990,313085,316541,318355,321023,318311,323300,327863,331391,336402,341704,344919,347652,349672
242,09185,85460,86399,87077,87626,88239,88798,89707,90532,90987,91200,91215,91084,90987,91200,91211,91399,90723,91378,92242,93103,94080,95207,95962,96422,96992
243,09186,104736,106060,107209,108231,109568,111023,112306,113512,114306,114916,115607,115865,116200,116546,116842,117123,116500,117661,119168,120791,122861,124607,125665,126698,127689
244,09187,223388,225797,227915,229755,232020,234811,238326,241418,243572,244445,246068,246894,247619,248288,248532,249328,244556,246199,248472,250830,253962,256770,258458,260216,261157
245,09188,119144,119842,120428,121210,122385,124010,125815,127205,128082,128165,128711,128883,129196,129743,129855,130115,127454,128821,130171,131342,132747,134177,135139,135819,136380
246,09189,162090,163563,164646,165417,166232,167148,168313,169191,170045,170364,170661,170645,170559,170634,170583,170537,168632,169146,169914,171171,173070,174797,175861,176690,177204
247,09190,120068,121481,122784,123915,125057,126326,127657,129126,130027,130451,130803,130864,131134,131211,130904,130944,128867,129314,129978,130789,132048,133383,134056,134800,135413
248,09261,59286,59160,58850,58510,58468,58586,59150,59790,60261,60439,60882,61757,62284,62636,62633,62965,63789,64800,65751,66844,68360,69618,70609,71799,72908
249,09262,51076,50842,50633,50370,50281,50341,50560,50686,50731,50557,50547,50545,50584,50623,50589,50513,48645,48831,49246,49703,50259,50820,51428,52125,52636
250,09263,44061,44372,44418,44200,43975,43881,44114,44404,44422,44667,44681,44651,44530,44508,44476,44514,44505,44871,45301,45765,46417,46974,47364,47690,47793
251,09271,111981,112935,113612,114198,114896,115517,116043,116751,117088,117242,117581,117568,117649,117496,117125,116955,114550,114712,115054,115537,116148,117099,118171,119034,119402
252,09272,81576,81825,81934,82160,82342,82433,82497,82532,82433,82166,81802,81172,80601,80243,79836,79513,78182,77974,77722,77777,78025,78151,78263,78350,78359
253,09273,103313,104976,106369,107328,108263,109073,110244,111482,112505,112861,113199,113100,113003,113179,113014,113084,112876,113594,114614,115864,117730,119467,120544,121689,122658
254,09274,132357,134393,136290,137926,139553,141510,143420,145281,146395,147226,147968,148016,148131,148446,148405,148582,147411,148310,149589,151068,153198,155010,156341,157969,159297
255,09275,181003,182612,183578,184276,185103,186077,186876,187608,188327,188736,189101,188809,188434,188321,187739,187428,184398,184718,185288,185978,187310,188620,189704,191274,192350
256,09276,81977,82285,82475,82545,82522,82521,82545,82621,82335,82012,81609,81112,80420,79967,79518,79156,76770,76427,76293,76261,76539,77000,77338,77573,77533
257,09277,114821,115691,116298,116727,117285,117989,118670,119210,119659,119751,119678,119234,118868,118689,118350,118047,116790,117143,117546,117909,118691,119418,119994,120515,121081
258,09278,90355,91322,92292,93252,94080,94829,95574,96451,97182,97582,97816,97785,97833,97875,97686,97584,95974,96404,96995,97645,98387,99014,99530,100244,100885
259,09279,85658,87266,88388,89156,89808,90307,90870,91635,92078,92114,91988,91805,91546,91357,90847,90797,90311,90917,91916,93008,93777,94570,95433,96024,96450
260,09361,43906,43398,43176,43135,43234,43593,44064,44277,44614,44641,44641,44506,44306,44164,43902,43755,41912,41684,41585,41564,41698,42105,42298,42109,42089
261,09362,125723,125578,125202,124969,125045,125180,126394,127516,128412,128808,129282,130153,131740,132884,133558,134680,135795,137324,139286,141284,143879,147052,149766,151752,152852
262,09363,43168,43253,43293,43205,43065,42965,42998,42987,42864,42763,42700,42603,42545,42315,42120,42012,41735,41709,41705,41772,41936,42275,42519,42532,42632
263,09371,105157,106033,106769,107411,108062,108538,108947,109046,108917,108832,108545,107889,107389,106635,105961,105490,103834,103475,103213,103060,103307,103289,102923,102973,103079
264,09372,129076,129650,130078,130505,130818,130986,131189,131548,131626,131354,131163,130490,129867,129418,128764,128428,125646,125562,125587,125699,126102,126639,127129,127611,127940
265,09373,119723,121216,122490,123545,124675,125932,126742,127668,128265,128752,128814,128650,128565,128351,128028,127900,126618,126946,127486,128401,129680,131024,132153,133103,134067
266,09374,99166,99737,100052,100466,100710,100809,101064,101299,101234,100651,100357,99742,99201,98718,98071,97471,96315,95972,95648,95316,95131,94803,94507,94419,94401
267,09375,165167,167474,169515,171213,173123,174924,176972,178727,179782,180751,181677,182281,182495,182725,182931,183314,182588,183753,185162,186593,188298,189936,191341,192886,193821
268,09376,139425,140336,141202,141906,142502,143028,143863,144546,144777,144833,144871,144644,144322,143762,143165,142952,142546,142789,143004,143337,144239,145123,145935,146838,147531
269,09377,80367,80576,80586,80562,80501,80191,79935,79586,79133,78642,78088,77370,76882,76275,75661,75079,74770,74203,73690,73354,73282,73116,72824,72617,72275
270,09461,69935,69680,69569,69227,69014,69025,69187,69539,69845,69880,69983,69746,69665,69894,69773,69876,70651,70788,71015,71560,72642,74537,76461,77386,77483
271,09462,72929,73347,73669,73685,73838,73811,74072,74395,74505,74514,74192,73617,73130,72811,72456,72376,71038,71348,71527,71587,71875,72607,73532,74328,74720
272,09463,44041,44014,43791,43542,43325,43041,42751,42746,42475,42204,42013,41768,41447,41317,41200,41162,41067,41007,41008,41028,41160,41164,41154,41243,41161
273,09464,52624,52456,52051,51612,51288,50979,50711,50434,49933,49462,48995,48443,47919,47507,47007,46498,44705,44486,44492,44424,44493,44922,45567,45940,45878
274,09471,135918,137584,138802,139955,141115,142065,142764,143440,144020,144591,144876,144916,144899,144771,144483,144328,143671,143752,144092,144560,145133,145806,146313,146835,147125
275,09472,107010,107772,108143,108483,108810,108952,109234,109244,109249,109329,108970,108430,107983,107330,106734,106285,105380,105064,104769,104626,104461,104091,103841,103731,103660
276,09473,90602,91393,91818,92096,92274,92255,92188,92180,92091,91884,91623,91104,90495,89901,89234,88580,87626,87205,86863,86717,86657,86667,86810,86896,86827
277,09474,109337,110020,110611,111190,111661,112144,112678,113022,113298,113353,113540,113481,113347,113324,113252,113107,112875,113159,113378,113662,114367,115047,115470,115890,116151
278,09475,110470,110594,110452,110150,109810,109365,108848,108481,107874,107024,106192,105147,104115,103069,101865,100767,99325,98330,97485,96852,96519,96172,95844,95542,95056
279,09476,76914,76810,76584,76369,76066,75735,75553,75278,74837,74424,74024,73280,72645,71966,71336,70551,69874,69347,68790,68241,67957,67765,67544,67305,66939
280,09477,78117,78592,78708,78713,78779,78757,78727,78470,78075,77804,77373,76890,76398,75835,75288,74716,73984,73461,73055,72720,72505,72231,72003,71929,71706
281,09478,70291,70692,70798,70759,70851,70898,70770,70962,70792,70510,70223,69792,69308,68846,68420,68207,67303,67177,66877,66592,66598,66648,66709,66808,66807
282,09479,89304,89098,88653,87959,87147,86410,85683,84866,83901,82968,82180,81046,79971,78982,77996,77194,75950,75020,74191,73593,73294,73223,73373,73332,72917
283,09561,39673,39919,39849,39818,40020,40200,40273,40460,40631,40680,40580,40531,40371,40348,40406,40374,39574,39642,39762,39925,40585,41346,41592,41750,41823
284,09562,101429,101125,100586,100553,100763,100730,101325,102020,102378,102492,102994,103469,104171,104848,105265,105437,103932,104862,105518,106024,107380,109287,110618,111480,112245
285,09563,108109,108340,108891,109322,109448,109985,110833,111457,111929,112018,113542,113596,113946,114287,114093,114352,115806,117499,119083,120664,122845,124787,125965,127137,128123
286,09564,494135,492645,491311,488452,486887,487135,489965,492364,493742,493916,492597,498936,501454,503402,502884,504070,487405,492603,496999,499974,505524,510802,513415,516783,518368
287,09565,37607,37812,37965,37822,37824,38070,38377,38556,38620,38572,38814,38817,38756,38702,38765,38811,38485,38874,39342,39744,40185,40568,40744,40787,40887
288,09571,177148,178981,180229,180994,181766,182771,183521,183797,184146,184484,184383,183317,182798,181974,181061,180374,178419,178276,178602,179167,180367,181746,182717,183603,184270
289,09572,123650,124811,125923,126871,127751,128547,129335,130124,130670,130658,130770,130684,130868,131097,131013,131221,130429,130987,131620,132421,133483,134388,134987,135803,136767
290,09573,109339,110935,112385,113379,113526,112983,113116,113592,114230,114529,114436,114083,114290,114640,114432,114578,112881,113609,114236,114180,114069,115131,116082,116790,117620
291,09574,165644,166351,166657,166790,167148,167702,168314,168690,168972,169110,169048,168317,167704,167304,166767,166329,164062,164322,164782,165459,166781,168268,169323,170059,170579
292,09575,94496,95531,96529,97332,97902,98393,98980,99400,99715,99902,100079,99706,99321,98859,98310,97791,97542,97464,97446,97645,98280,99042,99487,100003,100689
293,09576,118729,120063,120996,121946,122976,123760,124631,125135,125503,125795,125965,125511,125283,125033,124507,124250,123223,123144,123300,123661,124515,125352,125832,126530,126854
294,09577,93821,94261,94582,94751,94903,95079,95145,95290,95334,95146,94988,94461,93947,93387,92804,92537,92375,92185,92259,92425,92930,93658,94091,94301,94564
295,09661,66194,66257,66486,66908,67013,67209,68018,68558,68724,68618,68749,68645,68666,68726,68699,68706,67398,67576,67763,68006,68577,69087,69558,70228,70765
296,09662,55623,55735,55598,55269,54802,54439,54432,54621,54726,54610,54395,54097,53861,53627,53565,53446,52187,52108,51975,51731,51790,52347,53081,53735,53729
297,09663,127621,127133,126681,125991,126469,127409,128524,130515,131812,132786,133362,134080,134550,134306,132859,133127,124496,124513,124638,124459,124546,125442,126323,127258,127907
298,09671,169739,171162,172120,172716,173340,173849,174220,174720,175021,175274,175189,174819,174274,173939,173341,172790,172579,172463,172683,172784,173236,173600,173737,174089,174204
299,09672,108787,109438,109679,109632,109490,109450,109389,109405,109246,108678,108342,107674,106895,106214,105326,104678,103919,103389,102995,102883,103004,103103,103183,103242,103227
300,09673,86038,86360,86606,86876,87033,86839,86710,86709,86874,86827,86539,85755,85056,84324,83697,83174,80772,80347,80095,79821,79700,79789,79826,79743,79663
301,09674,86726,87201,87558,87888,88215,88388,88427,88379,88272,88158,87801,87406,86917,86206,85687,85219,84577,84333,84158,84121,84367,84477,84419,84532,84492
302,09675,87131,87618,88111,88427,88606,88847,89127,89172,89405,89560,89462,89376,89403,89218,88795,88542,87710,87815,87998,88295,88899,89527,90089,90669,91032
303,09676,127567,128687,129498,130024,130400,130942,131287,131477,131610,131569,131493,131156,130578,130019,129390,128725,128354,128033,127927,127925,128194,128495,128514,128620,128750
304,09677,131004,131598,131803,131891,131970,132063,132138,132357,132225,131910,131519,130969,130479,129794,129015,128238,127425,126825,126396,126105,126019,126212,126412,126444,126262
305,09678,113234,114210,114827,115374,115973,116344,116767,116876,116806,116534,116212,115582,114932,114402,113762,113224,113069,112924,112932,113377,114280,114818,114964,115106,115276
306,09679,153242,155000,156263,157368,158296,158691,159146,159522,159781,159882,160123,159999,160544,160473,160099,159779,158128,158077,158303,158917,159840,160734,161191,161587,162068
307,09761,260905,259078,257542,255618,254739,254781,256244,258626,259315,259218,262085,262492,262437,262924,263195,263903,268376,271051,274621,278827,283743,287979,291218,293993,295859
308,09762,42694,42681,42359,41953,41787,41834,42087,42480,42662,42545,42320,42040,42040,42037,41918,41925,41512,41515,41665,41887,42373,42933,43306,43686,44146
309,09763,61539,61632,61559,61437,61356,61330,61474,61588,61572,61529,61485,61442,61512,61900,61918,61937,64221,64463,64835,65334,66286,67238,67930,68619,69029
310,09764,40458,40633,40766,40816,40884,40919,40974,41160,41147,41210,41182,41151,41091,41097,41029,41076,41248,41397,41662,41987,42521,43067,43382,43654,43969
311,09771,117293,118517,119473,120207,121207,122564,123836,124935,126151,126981,127321,127502,127721,127786,127815,127960,126442,126985,127843,128865,130105,131158,131998,133096,134126
312,09772,224441,227975,230391,232212,234017,235622,237389,239210,240374,241189,241355,241203,241021,240746,240078,239987,237350,238422,239958,241804,244149,246570,248689,250686,252501
313,09773,90124,91296,92024,92570,93170,93635,94038,94752,95217,95586,95522,95334,95010,94604,94189,93806,93358,93167,93126,93304,94027,94566,94858,95590,96292
314,09774,118837,119909,120445,120732,121064,121346,121856,122342,122814,122850,122611,122201,121737,121462,120868,120613,120219,120132,120413,121262,122491,123326,124009,125133,126387
315,09775,156780,157408,157641,157916,158524,159237,160361,161563,162762,163247,163464,163477,163828,164517,164920,165299,164020,164829,165957,167245,169078,170660,171779,173373,174702
316,09776,75628,75934,76205,76490,76729,76972,77515,78049,78549,78760,79205,79636,79954,80157,79983,79880,78384,78548,78790,79163,79908,80695,81055,81409,81825
317,09777,126744,127288,127943,128904,130039,131143,132008,132799,133625,134150,134559,134730,134513,134414,134209,133968,133520,133863,134445,135333,136802,137987,138772,139797,140749
318,09778,129534,130567,131235,131695,132330,133278,134245,135053,135585,135859,135760,135760,135825,135771,135504,135317,135374,135990,136934,138098,139566,140792,141855,143293,144691
319,09779,127165,127952,128363,128641,128957,129454,130046,130587,131128,131272,131064,130653,130278,129803,129449,129046,127986,128506,129181,129813,130774,131822,132671,133270,133640
320,09780,144328,144843,145166,145619,146336,147115,147890,148654,149304,149666,150190,150481,150628,150676,150320,150081,148674,149074,149968,150730,151827,153216,154164,154965,155685
321,10041,358587,357899,356857,354621,352597,351101,350292,349498,348117,346069,342847,340702,338153,336271,334208,332677,327374,326817,326308,325791,326492,328487,329872,329929,329211
322,10042,105518,105934,106091,106103,105962,105851,106088,106235,106309,106340,106302,106138,106009,105955,105554,105088,103735,103580,103328,103061,103492,103953,103782,103511,103305
323,10043,150224,150280,149995,149194,148369,147624,147031,146458,145954,145016,144203,143037,141984,140746,139219,137901,135394,134528,133661,133122,133378,133860,133641,132752,131807
324,10044,215500,215496,215361,213902,212574,212177,211599,211600,211804,211579,210779,209719,208383,206982,205266,203910,197898,197032,196294,195804,196321,196809,196212,195508,194760
325,10045,158394,158271,157869,157640,157615,157492,156983,156450,155936,155140,154458,153454,152374,151354,150168,149486,145394,144695,144071,143692,144058,144342,143751,143017,142414
326,10046,96067,96400,96316,96050,95748,95438,95262,95149,94951,94709,94412,93725,93063,92332,91580,90906,90073,89420,88842,88408,88576,88675,88162,87632,87202
327,11000,3471003,3466524,3445033,3414293,3393324,3384146,3385149,3390291,3391515,3387545,3391784,3399896,3407625,3424638,3434580,3446972,3302174,3350612,3398526,3445839,3494940,3547431,3594163,3629161,3657159
328,12051,87713,85979,84380,82384,80586,79185,77808,76712,75788,75212,74583,73886,73289,72753,72319,72032,71502,71265,71091,71032,71303,71619,71775,72005,72154
329,12052,127791,125658,123777,121452,117537,114864,112447,110094,108417,107013,105931,104621,103128,102095,101538,101834,100058,99944,99754,99543,99589,100052,100726,100628,99949
330,12053,81633,80416,79019,76933,74939,73058,71290,69387,67703,66175,64469,63177,62244,61640,60907,60436,59230,58800,58278,57834,57871,58143,58215,58055,57812
331,12054,144941,143705,142490,140620,139877,140281,141408,142666,144133,145133,146723,148126,149613,151809,153585,155516,156640,158530,160462,162755,165894,169778,173760,176900,179212
332,12060,150002,151903,156009,160689,164569,167804,169944,170775,171985,173737,175109,176107,176708,176743,176795,176793,172547,172883,173474,174368,176196,178388,180115,181812,184002
333,12061,143709,146479,149197,152833,156087,158193,159263,159608,159796,160468,161500,161799,161616,161547,161529,161862,160240,160211,160554,161373,163240,165301,166697,168193,169929
334,12062,137372,136595,136004,135225,133869,132101,130197,128158,126412,124904,123136,120969,118655,116559,114614,112854,109930,108368,106903,105577,104835,104535,103926,103047,102233
335,12063,130592,132905,135988,139658,143712,147439,150152,151989,152751,153432,154337,155073,155425,155335,155097,154941,152760,153105,153584,154641,156822,158961,160198,161310,162453
336,12064,172324,174312,177532,181603,185133,188158,189552,190702,191633,192496,192750,192674,192563,192215,191429,190884,187483,187005,187297,188045,189568,191200,192303,193625,195040
337,12065,168989,171896,175715,180887,186284,190463,192778,194466,195738,197508,198978,200597,201575,202115,202412,202971,201041,201681,202587,203955,206211,208082,209266,210571,212082
338,12066,157866,155916,154124,151777,149331,146737,143596,140586,137604,135135,133093,130818,128464,126310,124311,122575,117702,116055,114527,113369,112673,112206,111542,110799,109924
339,12067,189573,191678,193970,195867,196439,196489,195973,194831,193401,192477,191247,189948,188502,187462,185744,184428,178272,177406,176949,177337,180110,180623,178598,178503,178731
340,12068,116705,116888,116361,115803,115234,113489,112373,111460,110523,109488,108521,107442,106383,105301,104257,103366,100171,99439,99035,98915,98998,99262,99391,99223,98970
341,12069,169038,173141,177862,184551,190070,194526,197320,199196,200410,201614,202746,203455,204232,204479,204431,204907,203114,203890,204954,206509,209204,211559,212711,213939,215615
342,12070,102012,100942,99627,98566,97698,96469,94885,93413,91967,90511,89176,87819,86538,85019,83696,82610,80159,79187,78396,77772,77562,77693,77538,76886,76333
