,license_plate,kreis_key,kreis_name,einw
5,UL,08425,Alb-Donau-Kreis,198204
6,ABG,16077,Altenburger Land,88356
7,SLN,16077,Altenburger Land,88356
8,AK,07132,Altenkirchen (Westerwald),129087
9,SAW,15081,Altmarkkreis Salzwedel,82687
10,GA,15081,Altmarkkreis Salzwedel,82687
11,KLZ,15081,Altmarkkreis Salzwedel,82687
12,AÖ,09171,Altötting,111654
13,LF,09171,Altötting,111654
14,AZ,07331,Alzey-Worms,130715
15,AS,09371,Amberg-Sulzbach,102998
16,BUL,09371,Amberg-Sulzbach,102998
17,ESB,09371,Amberg-Sulzbach,102998
18,NAB,09371,Amberg-Sulzbach,102998
19,SUL,09371,Amberg-Sulzbach,102998
20,WST,03451,Ammerland,125643
21,ABI,15082,Anhalt-Bitterfeld,157217
22,AZE,15082,Anhalt-Bitterfeld,157217
23,BTF,15082,Anhalt-Bitterfeld,157217
24,KÖT,15082,Anhalt-Bitterfeld,157217
25,ZE,15082,Anhalt-Bitterfeld,157217
26,AN,09571,Ansbach,185316
27,DKB,09571,Ansbach,185316
28,FEU,09571,Ansbach,185316
29,ROT,09571,Ansbach,185316
30,AB,09671,Aschaffenburg,174658
31,ALZ,09671,Aschaffenburg,174658
32,A,09772,Augsburg,255900
33,SMÜ,09772,Augsburg,255900
34,WER,09772,Augsburg,255900
35,AUR,03452,Aurich,190178
36,NOR,03452,Aurich,190178
37,DÜW,07332,Bad Dürkheim,133004
38,KG,09672,Bad Kissingen,103169
39,BRK,09672,Bad Kissingen,103169
40,HAB,09672,Bad Kissingen,103169
41,KH,07133,Bad Kreuznach,158746
42,TÖL,09173,Bad Tölz-Wolfratshausen,128212
43,WOR,09173,Bad Tölz-Wolfratshausen,128212
44,BA,09471,Bamberg,147497
45,BAR,12060,Barnim,187343
46,BER,12060,Barnim,187343
47,EW,12060,Barnim,187343
48,BZ,14625,Bautzen,298010
49,BIW,14625,Bautzen,298010
50,HY,14625,Bautzen,298010
51,KM,14625,Bautzen,298010
52,BT,09472,Bayreuth,103679
53,EBS,09472,Bayreuth,103679
54,ESB,09472,Bayreuth,103679
55,KEM,09472,Bayreuth,103679
56,MÜB,09472,Bayreuth,103679
57,PEG,09472,Bayreuth,103679
58,BGL,09172,Berchtesgadener Land,106327
59,BGD,09172,Berchtesgadener Land,106327
60,LF,09172,Berchtesgadener Land,106327
61,REI,09172,Berchtesgadener Land,106327
62,HP,06431,Bergstraße,271015
63,WIL,07231,Bernkastel-Wittlich,112685
64,BKS,07231,Bernkastel-Wittlich,112685
65,BC,08426,Biberach,202250
66,BIR,07134,Birkenfeld,80830
67,BB,08115,Böblingen,392898
68,LEO,08115,Böblingen,392898
69,FN,08435,Bodenseekreis,217901
70,TT,08435,Bodenseekreis,217901
71,ÜB,08435,Bodenseekreis,217901
72,BK,15083,Börde,170567
73,BÖ,15083,Börde,170567
74,HDL,15083,Börde,170567
75,OC,15083,Börde,170567
76,OK,15083,Börde,170567
77,WMS,15083,Börde,170567
78,WZL,15083,Börde,170567
79,BOR,05554,Borken,371898
80,AH,05554,Borken,371898
81,BOH,05554,Borken,371898
82,FR,08315,Breisgau-Hochschwarzwald,264867
83,BLK,15084,Burgenlandkreis,177590
84,HHM,15084,Burgenlandkreis,177590
85,NEB,15084,Burgenlandkreis,177590
86,NMB,15084,Burgenlandkreis,177590
87,WSF,15084,Burgenlandkreis,177590
88,ZZ,15084,Burgenlandkreis,177590
89,CW,08235,Calw,160149
90,CE,03351,Celle,179386
91,CHA,09372,Cham,128094
92,KÖZ,09372,Cham,128094
93,ROD,09372,Cham,128094
94,WÜM,09372,Cham,128094
95,CLP,03453,Cloppenburg,172632
96,CO,09473,Coburg,86571
97,NEC,09473,Coburg,86571
98,COC,07135,Cochem-Zell,61578
99,ZEL,07135,Cochem-Zell,61578
100,COE,05558,Coesfeld,220712
101,LH,05558,Coesfeld,220712
102,CUX,03352,Cuxhaven,198826
103,DAH,09174,Dachau,155117
104,LDS,12061,Dahme-Spreewald,173316
105,KW,12061,Dahme-Spreewald,173316
106,LC,12061,Dahme-Spreewald,173316
107,LN,12061,Dahme-Spreewald,173316
108,DA,06432,Darmstadt-Dieburg,297701
109,DI,06432,Darmstadt-Dieburg,297701
110,DEG,09271,Deggendorf,119479
111,DH,03251,Diepholz,218072
112,SY,03251,Diepholz,218072
113,DLG,09773,Dillingen an der Donau,97172
114,WER,09773,Dillingen an der Donau,97172
115,DGF,09279,Dingolfing-Landau,97244
116,LAN,09279,Dingolfing-Landau,97244
117,HEI,01051,Dithmarschen,133251
118,MED,01051,Dithmarschen,133251
119,DON,09779,Donau-Ries,134324
120,NÖ,09779,Donau-Ries,134324
121,KIB,07333,Donnersbergkreis,75539
122,ROK,07333,Donnersbergkreis,75539
123,DN,05358,Düren,265140
124,JÜL,05358,Düren,265140
125,MON,05358,Düren,265140
126,SLE,05358,Düren,265140
127,EBE,09175,Ebersberg,144091
128,EIC,16061,Eichsfeld,99463
129,HIG,16061,Eichsfeld,99463
130,WBS,16061,Eichsfeld,99463
131,EI,09176,Eichstätt,133169
132,BIT,07232,Eifelkreis Bitburg-Prüm,100055
133,PRÜ,07232,Eifelkreis Bitburg-Prüm,100055
134,EE,12062,Elbe-Elster,101085
135,FI,12062,Elbe-Elster,101085
136,LIB,12062,Elbe-Elster,101085
137,EM,08316,Emmendingen,166862
138,EL,03454,Emsland,328930
139,EN,05954,Ennepe-Ruhr-Kreis,323130
140,WIT,05954,Ennepe-Ruhr-Kreis,323130
141,PF,08236,Enzkreis,199752
142,ED,09177,Erding,138891
143,ERH,09572,Erlangen-Höchstadt,138105
144,HÖS,09572,Erlangen-Höchstadt,138105
145,ERZ,14521,Erzgebirgskreis,331917
146,ANA,14521,Erzgebirgskreis,331917
147,ASZ,14521,Erzgebirgskreis,331917
148,AU,14521,Erzgebirgskreis,331917
149,MAB,14521,Erzgebirgskreis,331917
150,MEK,14521,Erzgebirgskreis,331917
151,STL,14521,Erzgebirgskreis,331917
152,SZB,14521,Erzgebirgskreis,331917
153,ZP,14521,Erzgebirgskreis,331917
154,ES,08116,Esslingen,533617
155,NT,08116,Esslingen,533617
156,EU,05366,Euskirchen,194359
157,SLE,05366,Euskirchen,194359
158,FO,09474,Forchheim,116600
159,EBS,09474,Forchheim,116600
160,PEG,09474,Forchheim,116600
161,FS,09178,Freising,180313
162,FDS,08237,Freudenstadt,118364
163,HCH,08237,Freudenstadt,118364
164,HOR,08237,Freudenstadt,118364
165,WOL,08237,Freudenstadt,118364
166,FRG,09272,Freyung-Grafenau,78355
167,GRA,09272,Freyung-Grafenau,78355
168,WOS,09272,Freyung-Grafenau,78355
169,FRI,03455,Friesland,98971
170,FD,06631,Fulda,223023
171,FFB,09179,Fürstenfeldbruck,218740
172,FÜ,09573,Fürth,118695
173,GAP,09180,Garmisch-Partenkirchen,88279
174,GER,07334,Germersheim,129006
175,GI,06531,Gießen,271667
176,GF,03151,Gifhorn,177227
177,GP,08117,Göppingen,258781
178,GR,14626,Görlitz,250558
179,LÖB,14626,Görlitz,250558
180,NOL,14626,Görlitz,250558
181,NY,14626,Görlitz,250558
182,WSW,14626,Görlitz,250558
183,ZI,14626,Görlitz,250558
184,GS,03153,Goslar,134688
185,BRL,03153,Goslar,134688
186,CLZ,03153,Goslar,134688
187,GTH,16067,Gotha,134563
188,GÖ,03159,Göttingen,323900
189,DUD,03159,Göttingen,323900
190,HMÜ,03159,Göttingen,323900
191,OHA,03159,Göttingen,323900
192,NOH,03456,Grafschaft Bentheim,137891
193,GRZ,16076,Greiz,96668
194,ZR,16076,Greiz,96668
195,GG,06433,Groß-Gerau,275807
196,GZ,09774,Günzburg,127342
197,KRU,09774,Günzburg,127342
198,GT,05754,Gütersloh,364818
199,HM,03252,Hameln-Pyrmont,148580
200,H,03241,Hannover,1155330
201,WL,03353,Harburg,256016
202,HZ,15085,Harz,210975
203,HBS,15085,Harz,210975
204,QLB,15085,Harz,210975
205,WR,15085,Harz,210975
206,HAS,09674,Haßberge,84275
207,EBN,09674,Haßberge,84275
208,GEO,09674,Haßberge,84275
209,HOH,09674,Haßberge,84275
210,HVL,12063,Havelland,164693
211,NAU,12063,Havelland,164693
212,RN,12063,Havelland,164693
213,HK,03358,Heidekreis,140885
214,HDH,08135,Heidenheim,132812
215,HN,08125,Heilbronn,346363
216,HS,05370,Heinsberg,256458
217,ERK,05370,Heinsberg,256458
218,GK,05370,Heinsberg,256458
219,HE,03154,Helmstedt,91518
220,HF,05758,Herford,250547
221,HEF,06632,Hersfeld-Rotenburg,120304
222,ROF,06632,Hersfeld-Rotenburg,120304
223,RZ,01053,Herzogtum Lauenburg,199152
224,HBN,16069,Hildburghausen,62656
225,HI,03254,Hildesheim,275464
226,ALF,03254,Hildesheim,275464
227,HSK,05958,Hochsauerlandkreis,259030
228,HG,06434,Hochtaunuskreis,237281
229,USI,06434,Hochtaunuskreis,237281
230,HO,09475,Hof,94522
231,MÜB,09475,Hof,94522
232,NAI,09475,Hof,94522
233,REH,09475,Hof,94522
234,SAN,09475,Hof,94522
235,KÜN,08126,Hohenlohekreis,112765
236,ÖHR,08126,Hohenlohekreis,112765
237,HOL,03255,Holzminden,70207
238,HX,05762,Höxter,139729
239,WAR,05762,Höxter,139729
240,IK,16070,Ilm-Kreis,105606
241,ARN,16070,Ilm-Kreis,105606
242,IL,16070,Ilm-Kreis,105606
243,JL,15086,Jerichower Land,89403
244,BRG,15086,Jerichower Land,89403
245,GNT,15086,Jerichower Land,89403
246,KL,07335,Kaiserslautern,106320
247,KA,08215,Karlsruhe,446852
248,KS,06633,Kassel,237007
249,HOG,06633,Kassel,237007
250,WOH,06633,Kassel,237007
251,KEH,09273,Kelheim,123390
252,MAI,09273,Kelheim,123390
253,PAR,09273,Kelheim,123390
254,RID,09273,Kelheim,123390
255,ROL,09273,Kelheim,123390
256,KT,09675,Kitzingen,91696
257,KLE,05154,Kleve,313586
258,GEL,05154,Kleve,313586
259,KN,08335,Konstanz,286876
260,STO,08335,Konstanz,286876
261,BÜS,08335,Konstanz,286876
262,KC,09476,Kronach,66355
263,SAN,09476,Kronach,66355
264,KU,09477,Kulmbach,71428
265,EBS,09477,Kulmbach,71428
266,SAN,09477,Kulmbach,71428
267,KUS,07336,Kusel,70105
268,KYF,16065,Kyffhäuserkreis,73522
269,ART,16065,Kyffhäuserkreis,73522
270,SDH,16065,Kyffhäuserkreis,73522
271,LDK,06532,Lahn-Dill-Kreis,253373
272,DIL,06532,Lahn-Dill-Kreis,253373
273,WZ,06532,Lahn-Dill-Kreis,253373
274,LL,09181,Landsberg am Lech,121019
275,LA,09274,Landshut,161191
276,MAI,09274,Landshut,161191
277,MAL,09274,Landshut,161191
278,ROL,09274,Landshut,161191
279,VIB,09274,Landshut,161191
280,LER,03457,Leer,171483
281,L,14729,Leipzig,258386
282,BNA,14729,Leipzig,258386
283,GHA,14729,Leipzig,258386
284,GRM,14729,Leipzig,258386
285,MTL,14729,Leipzig,258386
286,WUR,14729,Leipzig,258386
287,LIF,09478,Lichtenfels,66722
288,STE,09478,Lichtenfels,66722
289,LM,06533,Limburg-Weilburg,172291
290,WEL,06533,Limburg-Weilburg,172291
291,LI,09776,Lindau (Bodensee),82085
292,LIP,05766,Lippe,346970
293,LÖ,08336,Lörrach,228842
294,DAN,03354,Lüchow-Dannenberg,48503
295,LB,08118,Ludwigsburg,544971
296,VAI,08118,Ludwigsburg,544971
297,LUP,13076,Ludwigslust-Parchim,211844
298,HGN,13076,Ludwigslust-Parchim,211844
299,LBZ,13076,Ludwigslust-Parchim,211844
300,LWL,13076,Ludwigslust-Parchim,211844
301,PCH,13076,Ludwigslust-Parchim,211844
302,STB,13076,Ludwigslust-Parchim,211844
303,LG,03355,Lüneburg,184235
304,MKK,06435,Main-Kinzig-Kreis,421689
305,HU,06435,Main-Kinzig-Kreis,421689
306,GN,06435,Main-Kinzig-Kreis,421689
307,SLÜ,06435,Main-Kinzig-Kreis,421689
308,MSP,09677,Main-Spessart,125976
309,TBB,08128,Main-Tauber-Kreis,132684
310,MGH,08128,Main-Tauber-Kreis,132684
311,MTK,06436,Main-Taunus-Kreis,239264
312,MZ,07339,Mainz-Bingen,211525
313,BIN,07339,Mainz-Bingen,211525
314,MSH,15087,Mansfeld-Südharz,133690
315,EIL,15087,Mansfeld-Südharz,133690
316,HET,15087,Mansfeld-Südharz,133690
317,ML,15087,Mansfeld-Südharz,133690
318,SGH,15087,Mansfeld-Südharz,133690
319,MR,06534,Marburg-Biedenkopf,245903
320,BID,06534,Marburg-Biedenkopf,245903
321,MK,05962,Märkischer Kreis,408662
322,MOL,12064,Märkisch-Oderland,197195
323,FRW,12064,Märkisch-Oderland,197195
324,SEE,12064,Märkisch-Oderland,197195
325,SRB,12064,Märkisch-Oderland,197195
326,MYK,07137,Mayen-Koblenz,214786
327,MY,07137,Mayen-Koblenz,214786
328,MSE,13071,Mecklenburgische Seenplatte,258057
329,AT,13071,Mecklenburgische Seenplatte,258057
330,DM,13071,Mecklenburgische Seenplatte,258057
331,MC,13071,Mecklenburgische Seenplatte,258057
332,MST,13071,Mecklenburgische Seenplatte,258057
333,MÜR,13071,Mecklenburgische Seenplatte,258057
334,NZ,13071,Mecklenburgische Seenplatte,258057
335,RM,13071,Mecklenburgische Seenplatte,258057
336,WRN,13071,Mecklenburgische Seenplatte,258057
337,NB,13071,Mecklenburgische Seenplatte,258057
338,MEI,14627,Meißen,240371
339,GRH,14627,Meißen,240371
340,RG,14627,Meißen,240371
341,RIE,14627,Meißen,240371
342,MZG,10042,Merzig-Wadern,103471
343,ME,05158,Mettmann,484322
344,MB,09182,Miesbach,100183
345,MIL,09676,Miltenberg,128743
346,OBB,09676,Miltenberg,128743
347,MI,05770,Minden-Lübbecke,310270
348,FG,14522,Mittelsachsen,301474
349,BED,14522,Mittelsachsen,301474
350,DL,14522,Mittelsachsen,301474
351,FLÖ,14522,Mittelsachsen,301474
352,HC,14522,Mittelsachsen,301474
353,MW,14522,Mittelsachsen,301474
354,RL,14522,Mittelsachsen,301474
355,MÜ,09183,Mühldorf am Inn,116483
356,VIB,09183,Mühldorf am Inn,116483
357,WS,09183,Mühldorf am Inn,116483
358,M,09184,München,349685
359,AIB,09184,München,349685
360,WOR,09184,München,349685
361,MOS,08225,Neckar-Odenwald-Kreis,143797
362,BCH,08225,Neckar-Odenwald-Kreis,143797
363,NU,09775,Neu-Ulm,175823
364,ILL,09775,Neu-Ulm,175823
365,ND,09185,Neuburg-Schrobenhausen,97730
366,SOB,09185,Neuburg-Schrobenhausen,97730
367,NM,09373,Neumarkt in der Oberpfalz,135225
368,PAR,09373,Neumarkt in der Oberpfalz,135225
369,NK,10043,Neunkirchen,131172
370,NEA,09575,Neustadt an der Aisch-Bad Windsheim,101272
371,SEF,09575,Neustadt an der Aisch-Bad Windsheim,101272
372,UFF,09575,Neustadt an der Aisch-Bad Windsheim,101272
373,NEW,09374,Neustadt an der Waldnaab,94645
374,ESB,09374,Neustadt an der Waldnaab,94645
375,VOH,09374,Neustadt an der Waldnaab,94645
376,NR,07138,Neuwied,183131
377,NI,03256,Nienburg/Weser,121645
378,NF,01054,Nordfriesland,167147
379,NDH,16062,Nordhausen,82456
380,TDO,14730,Nordsachsen,197444
381,DZ,14730,Nordsachsen,197444
382,EB,14730,Nordsachsen,197444
383,OZ,14730,Nordsachsen,197444
384,TG,14730,Nordsachsen,197444
385,TO,14730,Nordsachsen,197444
386,NWM,13074,Nordwestmecklenburg,157975
387,GDB,13074,Nordwestmecklenburg,157975
388,GVM,13074,Nordwestmecklenburg,157975
389,WIS,13074,Nordwestmecklenburg,157975
390,HWI,13074,Nordwestmecklenburg,157975
391,NOM,03155,Northeim,131772
392,EIN,03155,Northeim,131772
393,GAN,03155,Northeim,131772
394,LAU,09574,Nürnberger Land,171143
395,ESB,09574,Nürnberger Land,171143
396,HEB,09574,Nürnberger Land,171143
397,N,09574,Nürnberger Land,171143
398,PEG,09574,Nürnberger Land,171143
399,OA,09780,Oberallgäu,156308
400,GM,05374,Oberbergischer Kreis,271699
401,OHV,12065,Oberhavel,214234
402,OSL,12066,Oberspreewald-Lausitz,108396
403,CA,12066,Oberspreewald-Lausitz,108396
404,SFB,12066,Oberspreewald-Lausitz,108396
405,ERB,06437,Odenwaldkreis,96754
406,LOS,12067,Oder-Spree,179276
407,BSK,12067,Oder-Spree,179276
408,EH,12067,Oder-Spree,179276
409,FW,12067,Oder-Spree,179276
410,OF,06438,Offenbach,356542
411,OL,03458,Oldenburg,131467
412,OE,05966,Olpe,133362
413,OG,08317,Ortenaukreis,432580
414,BH,08317,Ortenaukreis,432580
415,KEL,08317,Ortenaukreis,432580
416,LR,08317,Ortenaukreis,432580
417,WOL,08317,Ortenaukreis,432580
418,OS,03459,Osnabrück,359471
419,BSB,03459,Osnabrück,359471
420,MEL,03459,Osnabrück,359471
421,WTL,03459,Osnabrück,359471
422,AA,08136,Ostalbkreis,314294
423,GD,08136,Ostalbkreis,314294
424,OAL,09777,Ostallgäu,141907
425,FÜS,09777,Ostallgäu,141907
426,MOD,09777,Ostallgäu,141907
427,OHZ,03356,Osterholz,114640
428,OH,01055,Ostholstein,201487
429,OPR,12068,Ostprignitz-Ruppin,98808
430,KY,12068,Ostprignitz-Ruppin,98808
431,NP,12068,Ostprignitz-Ruppin,98808
432,WK,12068,Ostprignitz-Ruppin,98808
433,PB,05774,Paderborn,308335
434,BÜR,05774,Paderborn,308335
435,PA,09275,Passau,193454
436,PE,03157,Peine,135844
437,PAF,09186,Pfaffenhofen an der Ilm,129128
438,PI,01056,Pinneberg,317085
439,PLÖ,01057,Plön,129353
440,PM,12069,Potsdam-Mittelmark,217954
441,PR,12070,Prignitz,76096
442,RA,08216,Rastatt,232091
443,BH,08216,Rastatt,232091
444,RV,08436,Ravensburg,285888
445,SLG,08436,Ravensburg,285888
446,ÜB,08436,Ravensburg,285888
447,WG,08436,Ravensburg,285888
448,RE,05562,Recklinghausen,613599
449,CAS,05562,Recklinghausen,613599
450,GLA,05562,Recklinghausen,613599
451,REG,09276,Regen,77313
452,VIT,09276,Regen,77313
453,R,09375,Regensburg,194275
454,WN,08119,Rems-Murr-Kreis,427286
455,BK,08119,Rems-Murr-Kreis,427286
456,RD,01058,Rendsburg-Eckernförde,274765
457,ECK,01058,Rendsburg-Eckernförde,274765
458,RT,08415,Reutlingen,287497
459,BM,05362,Rhein-Erft-Kreis,469611
460,RÜD,06439,Rheingau-Taunus-Kreis,187433
461,SWA,06439,Rheingau-Taunus-Kreis,187433
462,SIM,07140,Rhein-Hunsrück-Kreis,103401
463,GOA,07140,Rhein-Hunsrück-Kreis,103401
464,GL,05378,Rheinisch-Bergischer Kreis,283275
465,NE,05162,Rhein-Kreis Neuss,452001
466,GV,05162,Rhein-Kreis Neuss,452001
467,EMS,07141,Rhein-Lahn-Kreis,122574
468,DIZ,07141,Rhein-Lahn-Kreis,122574
469,GOH,07141,Rhein-Lahn-Kreis,122574
470,HD,08226,Rhein-Neckar-Kreis,548233
471,RP,07338,Rhein-Pfalz-Kreis,154754
472,SU,05382,Rhein-Sieg-Kreis,600375
473,NES,09673,Rhön-Grabfeld,79510
474,KÖN,09673,Rhön-Grabfeld,79510
475,MET,09673,Rhön-Grabfeld,79510
476,RO,09187,Rosenheim,261721
477,AIB,09187,Rosenheim,261721
478,WS,09187,Rosenheim,261721
479,LRO,13072,Rostock,217072
480,BÜZ,13072,Rostock,217072
481,DBR,13072,Rostock,217072
482,GÜ,13072,Rostock,217072
483,ROS,13072,Rostock,217072
484,TET,13072,Rostock,217072
485,ROW,03357,Rotenburg (Wümme),164486
486,BRV,03357,Rotenburg (Wümme),164486
487,RH,09576,Roth,127168
488,HIP,09576,Roth,127168
489,PAN,09277,Rottal-Inn,121800
490,EG,09277,Rottal-Inn,121800
491,GRI,09277,Rottal-Inn,121800
492,VIB,09277,Rottal-Inn,121800
493,RW,08325,Rottweil,140166
494,SHK,16074,Saale-Holzland-Kreis,82816
495,EIS,16074,Saale-Holzland-Kreis,82816
496,SRO,16074,Saale-Holzland-Kreis,82816
497,SK,15088,Saalekreis,183434
498,MER,15088,Saalekreis,183434
499,MQ,15088,Saalekreis,183434
500,QFT,15088,Saalekreis,183434
501,SOK,16075,Saale-Orla-Kreis,79632
502,LBS,16075,Saale-Orla-Kreis,79632
503,PN,16075,Saale-Orla-Kreis,79632
504,SCZ,16075,Saale-Orla-Kreis,79632
505,SLF,16073,Saalfeld-Rudolstadt,102139
506,RU,16073,Saalfeld-Rudolstadt,102139
507,SB,10041,Saarbrücken,327502
508,VK,10041,Saarbrücken,327502
509,SLS,10044,Saarlouis,193732
510,HOM,10045,Saarpfalz-Kreis,141656
511,IGB,10045,Saarpfalz-Kreis,141656
512,PIR,14628,Sächsische Schweiz-Osterzgebirge,244722
513,DW,14628,Sächsische Schweiz-Osterzgebirge,244722
514,FTL,14628,Sächsische Schweiz-Osterzgebirge,244722
515,SEB,14628,Sächsische Schweiz-Osterzgebirge,244722
516,SLK,15089,Salzlandkreis,187457
517,ASL,15089,Salzlandkreis,187457
518,BBG,15089,Salzlandkreis,187457
519,SBK,15089,Salzlandkreis,187457
520,SFT,15089,Salzlandkreis,187457
521,SHG,03257,Schaumburg,158406
522,RI,03257,Schaumburg,158406
523,SL,01059,Schleswig-Flensburg,202647
524,SM,16066,Schmalkalden-Meiningen,124241
525,MGN,16066,Schmalkalden-Meiningen,124241
526,SHA,08127,Schwäbisch Hall,197860
527,BK,08127,Schwäbisch Hall,197860
528,CR,08127,Schwäbisch Hall,197860
529,HR,06634,Schwalm-Eder-Kreis,179840
530,FZ,06634,Schwalm-Eder-Kreis,179840
531,MEG,06634,Schwalm-Eder-Kreis,179840
532,ZIG,06634,Schwalm-Eder-Kreis,179840
533,SAD,09376,Schwandorf,148477
534,BUL,09376,Schwandorf,148477
535,NAB,09376,Schwandorf,148477
536,NEN,09376,Schwandorf,148477
537,OVI,09376,Schwandorf,148477
538,ROD,09376,Schwandorf,148477
539,VS,08326,Schwarzwald-Baar-Kreis,212872
540,SW,09678,Schweinfurt,115652
541,GEO,09678,Schweinfurt,115652
542,SE,01060,Segeberg,278007
543,SI,05970,Siegen-Wittgenstein,275491
544,BLB,05970,Siegen-Wittgenstein,275491
545,SIG,08437,Sigmaringen,130946
546,SLG,08437,Sigmaringen,130946
547,STO,08437,Sigmaringen,130946
548,ÜB,08437,Sigmaringen,130946
549,SO,05974,Soest,301016
550,LP,05974,Soest,301016
551,SÖM,16068,Sömmerda,69107
552,SON,16072,Sonneberg,57044
553,NH,16072,Sonneberg,57044
554,SPN,12071,Spree-Neiße,113011
555,FOR,12071,Spree-Neiße,113011
556,GUB,12071,Spree-Neiße,113011
557,SPB,12071,Spree-Neiße,113011
558,WND,10046,St. Wendel,86458
559,STD,03359,Stade,205357
560,STA,09188,Starnberg,136610
561,WOR,09188,Starnberg,136610
562,IZ,01061,Steinburg,130706
563,ST,05566,Steinfurt,448197
564,BF,05566,Steinfurt,448197
565,TE,05566,Steinfurt,448197
566,SDL,15090,Stendal,110485
567,HV,15090,Stendal,110485
568,OBG,15090,Stendal,110485
569,OD,01062,Stormarn,244989
570,SR,09278,Straubing-Bogen,101745
571,BOG,09278,Straubing-Bogen,101745
572,MAL,09278,Straubing-Bogen,101745
573,SÜW,07337,Südliche Weinstraße,110783
574,PS,07340,Südwestpfalz,94912
575,ZW,07340,Südwestpfalz,94912
576,TF,12072,Teltow-Fläming,171554
577,TIR,09377,Tirschenreuth,71696
578,KEM,09377,Tirschenreuth,71696
